restriction,accession,radius,n_sites,n_eligible,observed_close_pair_fraction,null_close_pair_fraction,effect
all_strict_sites,P50502,25,3,23,0.0,0.1541501976284585,-0.1541501976284585
all_strict_sites,P50502,30,3,23,0.3333333333333333,0.1857707509881423,0.147562582345191
all_strict_sites,P51003,5,6,128,0.13333333333333333,0.0172244094488189,0.11610892388451444
all_strict_sites,P51003,10,6,128,0.13333333333333333,0.03543307086614173,0.0979002624671916
all_strict_sites,P51003,15,6,128,0.13333333333333333,0.05204232283464567,0.08129101049868767
all_strict_sites,P51003,20,6,128,0.13333333333333333,0.0702509842519685,0.06308234908136483
all_strict_sites,P51003,25,6,128,0.2,0.08686023622047244,0.11313976377952757
all_strict_sites,P51003,30,6,128,0.2,0.1016240157480315,0.09837598425196852
all_strict_sites,P51532,5,5,182,0.1,0.007892659826361484,0.09210734017363852
all_strict_sites,P51532,10,5,182,0.2,0.013660372776394876,0.18633962722360514
all_strict_sites,P51532,15,5,182,0.2,0.020217351709064416,0.1797826482909356
all_strict_sites,P51532,20,5,182,0.2,0.025620788051727277,0.17437921194827274
all_strict_sites,P51532,25,5,182,0.3,0.031206362698075404,0.26879363730192457
all_strict_sites,P51532,30,5,182,0.3,0.037399065023374416,0.26260093497662557
all_strict_sites,P51608,5,7,77,0.047619047619047616,0.022556390977443608,0.02506265664160401
all_strict_sites,P51608,10,7,77,0.09523809523809523,0.039986329460013674,0.05525176577808156
all_strict_sites,P51608,15,7,77,0.09523809523809523,0.06390977443609022,0.03132832080200501
all_strict_sites,P51608,20,7,77,0.19047619047619047,0.08680792891319207,0.1036682615629984
all_strict_sites,P51608,25,7,77,0.19047619047619047,0.1038961038961039,0.08658008658008656
all_strict_sites,P51608,30,7,77,0.2857142857142857,0.11995898838004102,0.16575529733424468
all_strict_sites,P51610,5,174,449,0.013886120523553253,0.0058363824371619475,0.008049738086391305
all_strict_sites,P51610,10,174,449,0.026376984917945653,0.011523623926185174,0.014853360991760479
all_strict_sites,P51610,15,174,449,0.03820344163178526,0.0166043588927776,0.02159908273900766
all_strict_sites,P51610,20,174,449,0.04916616836090625,0.02192371937639198,0.02724244898451427
all_strict_sites,P51610,25,174,449,0.06059398046641419,0.02730273623926185,0.033291244227152336
all_strict_sites,P51610,30,174,449,0.07188891103581158,0.0328706649697741,0.039018246066037474
all_strict_sites,P51659,5,4,85,0.16666666666666666,0.019327731092436976,0.14733893557422967
all_strict_sites,P51659,10,4,85,0.16666666666666666,0.031932773109243695,0.13473389355742296
all_strict_sites,P51659,15,4,85,0.16666666666666666,0.047058823529411764,0.1196078431372549
all_strict_sites,P51659,20,4,85,0.16666666666666666,0.06190476190476191,0.10476190476190475
all_strict_sites,P51659,25,4,85,0.16666666666666666,0.0773109243697479,0.08935574229691876
all_strict_sites,P51659,30,4,85,0.16666666666666666,0.09131652661064425,0.0753501400560224
all_strict_sites,P51812,5,3,86,0.0,0.012859097127222982,-0.012859097127222982
all_strict_sites,P51812,10,3,86,0.3333333333333333,0.024350205198358413,0.3089831281349749
all_strict_sites,P51812,15,3,86,0.3333333333333333,0.037482900136798905,0.2958504331965344
all_strict_sites,P51812,20,3,86,0.3333333333333333,0.048426812585499315,0.284906520747834
all_strict_sites,P51812,25,3,86,0.3333333333333333,0.06265389876880985,0.2706794345645235
all_strict_sites,P51812,30,3,86,0.3333333333333333,0.07715458276333789,0.2561787505699954
all_strict_sites,P51826,5,5,240,0.6,0.011645746164574616,0.5883542538354254
all_strict_sites,P51826,10,5,240,0.6,0.022245467224546723,0.5777545327754533
all_strict_sites,P51826,15,5,240,0.6,0.03190376569037657,0.5680962343096234
all_strict_sites,P51826,20,5,240,0.6,0.04055090655509066,0.5594490934449093
all_strict_sites,P51826,25,5,240,0.6,0.049302649930264994,0.550697350069735
all_strict_sites,P51826,30,5,240,0.6,0.05794979079497908,0.5420502092050209
all_strict_sites,P51991,5,4,37,0.5,0.028528528528528527,0.47147147147147145
all_strict_sites,P51991,10,4,37,0.5,0.057057057057057055,0.44294294294294295
all_strict_sites,P51991,15,4,37,0.5,0.08708708708708708,0.41291291291291293
all_strict_sites,P51991,20,4,37,0.5,0.11411411411411411,0.3858858858858859
all_strict_sites,P51991,25,4,37,0.5,0.13663663663663664,0.3633633633633634
all_strict_sites,P51991,30,4,37,0.5,0.16366366366366367,0.3363363363363363
all_strict_sites,P52179,5,3,248,0.3333333333333333,0.006693221888468068,0.32664011144486527
all_strict_sites,P52179,10,3,248,0.3333333333333333,0.014039441034347656,0.31929389229898564
all_strict_sites,P52179,15,3,248,0.3333333333333333,0.020993861825780332,0.312339471507553
all_strict_sites,P52179,20,3,248,0.3333333333333333,0.02762178398850725,0.3057115493448261
all_strict_sites,P52179,25,3,248,0.3333333333333333,0.034935353271516256,0.29839798006181706
all_strict_sites,P52179,30,3,248,0.3333333333333333,0.04202037351443124,0.2913129598189021
all_strict_sites,P52594,5,18,127,0.1568627450980392,0.022747156605424323,0.1341155884926149
all_strict_sites,P52594,10,18,127,0.27450980392156865,0.04024496937882765,0.234264834542741
all_strict_sites,P52594,15,18,127,0.3202614379084967,0.05874265716785402,0.26151878074064266
all_strict_sites,P52594,20,18,127,0.33986928104575165,0.07774028246469192,0.26212899858105976
all_strict_sites,P52594,25,18,127,0.33986928104575165,0.09486314210723659,0.24500613893851506
all_strict_sites,P52594,30,18,127,0.33986928104575165,0.1111111111111111,0.22875816993464054
all_strict_sites,P52597,5,3,56,0.0,0.02142857142857143,-0.02142857142857143
all_strict_sites,P52597,10,3,56,0.0,0.0512987012987013,-0.0512987012987013
all_strict_sites,P52597,15,3,56,0.0,0.07077922077922078,-0.07077922077922078
all_strict_sites,P52597,20,3,56,0.3333333333333333,0.09805194805194806,0.23528138528138526
all_strict_sites,P52597,25,3,56,0.3333333333333333,0.12012987012987013,0.21320346320346317
all_strict_sites,P52597,30,3,56,0.3333333333333333,0.14415584415584415,0.18917748917748917
all_strict_sites,P52655,5,4,39,0.16666666666666666,0.02834008097165992,0.13832658569500675
all_strict_sites,P52655,10,4,39,0.16666666666666666,0.05668016194331984,0.10998650472334681
all_strict_sites,P52655,15,4,39,0.5,0.08771929824561403,0.41228070175438597
all_strict_sites,P52655,20,4,39,0.5,0.10661268556005399,0.393387314439946
all_strict_sites,P52655,25,4,39,0.5,0.1349527665317139,0.3650472334682861
all_strict_sites,P52655,30,4,39,0.5,0.1592442645074224,0.3407557354925776
all_strict_sites,P52746,5,3,212,0.3333333333333333,0.006035947420191362,0.32729738591314195
all_strict_sites,P52746,10,3,212,0.3333333333333333,0.011267101851023876,0.32206623148230945
all_strict_sites,P52746,15,3,212,0.3333333333333333,0.01676652061164267,0.3165668127216906
all_strict_sites,P52746,20,3,212,0.3333333333333333,0.022623625145309845,0.31070970818802346
all_strict_sites,P52746,25,3,212,0.3333333333333333,0.02906196906018063,0.3042713642731527
all_strict_sites,P52746,30,3,212,0.3333333333333333,0.03474023070732361,0.2985931026260097
all_strict_sites,P52948,5,102,347,0.0207726655018443,0.006413353100897869,0.014359312400946431
all_strict_sites,P52948,10,102,347,0.0392156862745098,0.013043260981826057,0.026172425292683744
all_strict_sites,P52948,15,102,347,0.056105610561056105,0.019356665722709932,0.036748944838346176
all_strict_sites,P52948,20,102,347,0.0729955348476024,0.026153154203661443,0.04684238064394096
all_strict_sites,P52948,25,102,347,0.08619685497961561,0.032299978344521994,0.05389687663509362
all_strict_sites,P52948,30,102,347,0.09745680450397981,0.03861338308540587,0.05884342141857394
all_strict_sites,P53396,5,3,124,0.3333333333333333,0.011539470233412012,0.3217938630999213
all_strict_sites,P53396,10,3,124,0.3333333333333333,0.01980068187778652,0.3135326514555468
all_strict_sites,P53396,15,3,124,0.3333333333333333,0.03042223970626803,0.3029110936270653
all_strict_sites,P53396,20,3,124,0.3333333333333333,0.03907684238132704,0.2942564909520063
all_strict_sites,P53396,25,3,124,0.3333333333333333,0.04799370574350905,0.2853396275898243
all_strict_sites,P53396,30,3,124,0.3333333333333333,0.05664830841856806,0.27668502491476527
all_strict_sites,P53814,5,6,167,0.13333333333333333,0.016665464252218456,0.11666786908111487
all_strict_sites,P53814,10,6,167,0.2,0.03087800303008441,0.1691219969699156
all_strict_sites,P53814,15,6,167,0.2,0.045234831541735805,0.1547651684582642
all_strict_sites,P53814,20,6,167,0.2,0.05814876271553279,0.14185123728446722
all_strict_sites,P53814,25,6,167,0.2,0.07041339008729529,0.1295866099127047
all_strict_sites,P53814,30,6,167,0.2,0.08296659692662867,0.11703340307337134
all_strict_sites,P53992,5,12,148,0.06060606060606061,0.008917080345651774,0.051688980260408836
all_strict_sites,P53992,10,12,148,0.10606060606060606,0.017926089354660783,0.08813451670594528
all_strict_sites,P53992,15,12,148,0.12121212121212122,0.02730281301709873,0.09390930819502248
all_strict_sites,P53992,20,12,148,0.13636363636363635,0.0359441073726788,0.10041952899095755
all_strict_sites,P53992,25,12,148,0.15151515151515152,0.04394190108475823,0.10757325043039329
all_strict_sites,P53992,30,12,148,0.18181818181818182,0.053134767420481704,0.12868341439770012
all_strict_sites,P54253,5,9,137,0.1111111111111111,0.0111635895234006,0.0999475215877105
all_strict_sites,P54253,10,9,137,0.2222222222222222,0.0249033920137398,0.1973188302084824
all_strict_sites,P54253,15,9,137,0.25,0.035852297123228856,0.21414770287677115
all_strict_sites,P54253,20,9,137,0.3055555555555556,0.0498067840274796,0.25574877152807596
all_strict_sites,P54253,25,9,137,0.3055555555555556,0.06204379562043796,0.24351175993511762
all_strict_sites,P54253,30,9,137,0.3055555555555556,0.07363675397166165,0.23191880158389394
all_strict_sites,P54259,5,7,201,0.09523809523809523,0.012835820895522388,0.08240227434257284
all_strict_sites,P54259,10,7,201,0.09523809523809523,0.02308457711442786,0.07215351812366737
all_strict_sites,P54259,15,7,201,0.14285714285714285,0.03502487562189055,0.1078322672352523
all_strict_sites,P54259,20,7,201,0.14285714285714285,0.04462686567164179,0.09823027718550106
all_strict_sites,P54259,25,7,201,0.14285714285714285,0.05353233830845771,0.08932480454868513
all_strict_sites,P54259,30,7,201,0.14285714285714285,0.06323383084577114,0.07962331201137171
all_strict_sites,P54577,5,3,49,0.3333333333333333,0.022108843537414966,0.3112244897959183
all_strict_sites,P54577,10,3,49,0.3333333333333333,0.04081632653061224,0.2925170068027211
all_strict_sites,P54577,15,3,49,0.3333333333333333,0.06037414965986394,0.2729591836734694
all_strict_sites,P54577,20,3,49,0.3333333333333333,0.07738095238095238,0.25595238095238093
all_strict_sites,P54577,25,3,49,0.3333333333333333,0.09013605442176871,0.24319727891156462
all_strict_sites,P54577,30,3,49,0.3333333333333333,0.10459183673469388,0.22874149659863943
all_strict_sites,P54578,5,6,66,0.13333333333333333,0.02470862470862471,0.10862470862470862
all_strict_sites,P54578,10,6,66,0.3333333333333333,0.044755244755244755,0.28857808857808853
all_strict_sites,P54578,15,6,66,0.4666666666666667,0.06386946386946386,0.4027972027972028
all_strict_sites,P54578,20,6,66,0.4666666666666667,0.08298368298368299,0.3836829836829837
all_strict_sites,P54578,25,6,66,0.4666666666666667,0.10396270396270396,0.3627039627039627
all_strict_sites,P54578,30,6,66,0.4666666666666667,0.12261072261072262,0.3440559440559441
all_strict_sites,P54727,5,17,71,0.125,0.04788732394366197,0.07711267605633804
all_strict_sites,P54727,10,17,71,0.22794117647058823,0.0909456740442656,0.13699550242632264
all_strict_sites,P54727,15,17,71,0.3235294117647059,0.12193158953722334,0.20159782222748257
all_strict_sites,P54727,20,17,71,0.39705882352941174,0.15372233400402416,0.24333648952538758
all_strict_sites,P54727,25,17,71,0.4338235294117647,0.1851106639839034,0.2487128654278613
all_strict_sites,P54727,30,17,71,0.47058823529411764,0.21448692152917506,0.2561013137649426
all_strict_sites,P55196,5,4,241,0.0,0.0074343015214384505,-0.0074343015214384505
all_strict_sites,P55196,10,4,241,0.0,0.014177040110650069,-0.014177040110650069
all_strict_sites,P55196,15,4,241,0.0,0.019813278008298754,-0.019813278008298754
all_strict_sites,P55196,20,4,241,0.0,0.025899031811894884,-0.025899031811894884
all_strict_sites,P55196,25,4,241,0.0,0.03205394190871369,-0.03205394190871369
all_strict_sites,P55196,30,4,241,0.0,0.037655601659751035,-0.037655601659751035
all_strict_sites,P55197,5,9,230,0.16666666666666666,0.011391684070628441,0.15527498259603822
all_strict_sites,P55197,10,9,230,0.2222222222222222,0.022821340421492312,0.1994008818007299
all_strict_sites,P55197,15,9,230,0.25,0.03345357888741219,0.21654642111258782
all_strict_sites,P55197,20,9,230,0.25,0.043630149990506926,0.20636985000949307
all_strict_sites,P55197,25,9,230,0.25,0.05354091513195367,0.19645908486804634
all_strict_sites,P55197,30,9,230,0.25,0.06265426238845642,0.18734573761154358
all_strict_sites,P55198,5,18,218,0.10457516339869281,0.013571217181752844,0.09100394621693997
all_strict_sites,P55198,10,18,218,0.13725490196078433,0.026000930114573204,0.11125397184621112
all_strict_sites,P55198,15,18,218,0.20915032679738563,0.0379233078256458,0.17122701897173984
all_strict_sites,P55198,20,18,218,0.24836601307189543,0.049718851731281447,0.198647161340614
all_strict_sites,P55198,25,18,218,0.2875816993464052,0.061556673572062744,0.22602502577434247
all_strict_sites,P55198,30,18,218,0.3137254901960784,0.07204160148818332,0.2416838887078951
all_strict_sites,P55265,5,11,174,0.10909090909090909,0.008703740615241512,0.10038716847566757
all_strict_sites,P55265,10,11,174,0.18181818181818182,0.01707527739020663,0.16474290442797518
all_strict_sites,P55265,15,11,174,0.2,0.025646136469337586,0.17435386353066243
all_strict_sites,P55265,20,11,174,0.2,0.033419706331805195,0.16658029366819482
all_strict_sites,P55265,25,11,174,0.2,0.0424556507873231,0.1575443492126769
all_strict_sites,P55265,30,11,174,0.21818181818181817,0.05202312138728324,0.16615869679453493
all_strict_sites,P55317,5,11,89,0.10909090909090909,0.021450459652706845,0.08764044943820223
all_strict_sites,P55317,10,11,89,0.12727272727272726,0.04290091930541369,0.08437180796731357
all_strict_sites,P55317,15,11,89,0.2,0.06613891726251277,0.13386108273748726
all_strict_sites,P55317,20,11,89,0.23636363636363636,0.08529111338100102,0.15107252298263535
all_strict_sites,P55317,25,11,89,0.2545454545454545,0.1041879468845761,0.1503575076608784
all_strict_sites,P55317,30,11,89,0.2727272727272727,0.12359550561797752,0.14913176710929518
all_strict_sites,P55884,5,3,86,0.3333333333333333,0.012859097127222982,0.3204742362061103
all_strict_sites,P55884,10,3,86,0.3333333333333333,0.025444596443228454,0.3078887368901049
all_strict_sites,P55884,15,3,86,0.3333333333333333,0.038577291381668946,0.2947560419516644
all_strict_sites,P55884,20,3,86,0.3333333333333333,0.048153214774281805,0.2851801185590515
all_strict_sites,P55884,25,3,86,0.3333333333333333,0.059644322845417236,0.27368901048791605
all_strict_sites,P55884,30,3,86,0.3333333333333333,0.07387140902872777,0.2594619243046056
all_strict_sites,P56524,5,4,137,0.16666666666666666,0.011378273937312151,0.15528839272935452
all_strict_sites,P56524,10,4,137,0.16666666666666666,0.022434521253756976,0.14423214541290968
all_strict_sites,P56524,15,4,137,0.16666666666666666,0.032846715328467155,0.13381995133819952
all_strict_sites,P56524,20,4,137,0.3333333333333333,0.04368827823100043,0.2896450551023329
all_strict_sites,P56524,25,4,137,0.3333333333333333,0.05420781451266638,0.27912551882066694
all_strict_sites,P56524,30,4,137,0.3333333333333333,0.0639759553456419,0.26935737798769144
all_strict_sites,P56545,5,3,42,0.3333333333333333,0.023228803716608595,0.31010452961672474
all_strict_sites,P56545,10,3,42,0.6666666666666666,0.04529616724738676,0.6213704994192799
all_strict_sites,P56545,15,3,42,1.0,0.06504065040650407,0.9349593495934959
all_strict_sites,P56545,20,3,42,1.0,0.09291521486643438,0.9070847851335656
all_strict_sites,P56545,25,3,42,1.0,0.11614401858304298,0.883855981416957
all_strict_sites,P56545,30,3,42,1.0,0.13821138211382114,0.8617886178861789
all_strict_sites,P56715,5,6,372,0.26666666666666666,0.004956090774715242,0.2617105758919514
all_strict_sites,P56715,10,6,372,0.26666666666666666,0.009926673042923804,0.25673999362374283
all_strict_sites,P56715,15,6,372,0.26666666666666666,0.014462510506332783,0.25220415616033387
all_strict_sites,P56715,20,6,372,0.26666666666666666,0.019128771411181637,0.24753789525548503
all_strict_sites,P56715,25,6,372,0.26666666666666666,0.02375155783555053,0.24291510883111614
all_strict_sites,P56715,30,6,372,0.26666666666666666,0.028171463351012956,0.23849520331565371
all_strict_sites,P57740,5,7,118,0.14285714285714285,0.011009705924960162,0.13184743693218268
all_strict_sites,P57740,10,7,118,0.19047619047619047,0.023323192814718237,0.16715299766147224
all_strict_sites,P57740,15,7,118,0.3333333333333333,0.036071273359408955,0.29726205997392435
all_strict_sites,P57740,20,7,118,0.3333333333333333,0.048529624800811244,0.28480370853252207
all_strict_sites,P57740,25,7,118,0.3333333333333333,0.061712299000434595,0.27162103433289875
all_strict_sites,P57740,30,7,118,0.3333333333333333,0.07431551499348109,0.2590178183398522
all_strict_sites,P58876,5,3,23,0.3333333333333333,0.08695652173913043,0.24637681159420288
all_strict_sites,P58876,10,3,23,0.6666666666666666,0.14624505928853754,0.5204216073781291
all_strict_sites,P58876,15,3,23,1.0,0.1857707509881423,0.8142292490118577
all_strict_sites,P58876,20,3,23,1.0,0.233201581027668,0.766798418972332
all_strict_sites,P58876,25,3,23,1.0,0.2924901185770751,0.7075098814229249
all_strict_sites,P58876,30,3,23,1.0,0.35177865612648224,0.6482213438735178
all_strict_sites,P61769,5,3,18,1.0,0.0718954248366013,0.9281045751633987
all_strict_sites,P61769,10,3,18,1.0,0.13725490196078433,0.8627450980392157
all_strict_sites,P61769,15,3,18,1.0,0.21568627450980393,0.7843137254901961
all_strict_sites,P61769,20,3,18,1.0,0.3006535947712418,0.6993464052287581
all_strict_sites,P61769,25,3,18,1.0,0.35947712418300654,0.6405228758169934
all_strict_sites,P61769,30,3,18,1.0,0.41830065359477125,0.5816993464052287
all_strict_sites,P61927,5,3,19,1.0,0.10526315789473684,0.8947368421052632
all_strict_sites,P61927,10,3,19,1.0,0.16374269005847952,0.8362573099415205
all_strict_sites,P61927,15,3,19,1.0,0.24561403508771928,0.7543859649122807
all_strict_sites,P61927,20,3,19,1.0,0.29239766081871343,0.7076023391812866
all_strict_sites,P61927,25,3,19,1.0,0.34502923976608185,0.6549707602339181
all_strict_sites,P61927,30,3,19,1.0,0.4152046783625731,0.5847953216374269
all_strict_sites,P63261,5,4,51,0.3333333333333333,0.03058823529411765,0.3027450980392157
all_strict_sites,P63261,10,4,51,0.5,0.05803921568627451,0.4419607843137255
all_strict_sites,P63261,15,4,51,0.5,0.0792156862745098,0.4207843137254902
all_strict_sites,P63261,20,4,51,0.5,0.10509803921568628,0.3949019607843137
all_strict_sites,P63261,25,4,51,0.5,0.12392156862745098,0.37607843137254904
all_strict_sites,P63261,30,4,51,0.5,0.15058823529411763,0.34941176470588237
all_strict_sites,P67809,5,7,28,0.0,0.03968253968253968,-0.03968253968253968
all_strict_sites,P67809,10,7,28,0.047619047619047616,0.07671957671957672,-0.0291005291005291
all_strict_sites,P67809,15,7,28,0.047619047619047616,0.1164021164021164,-0.06878306878306878
all_strict_sites,P67809,20,7,28,0.047619047619047616,0.14285714285714285,-0.09523809523809523
all_strict_sites,P67809,25,7,28,0.09523809523809523,0.1746031746031746,-0.07936507936507936
all_strict_sites,P67809,30,7,28,0.09523809523809523,0.21428571428571427,-0.11904761904761904
all_strict_sites,P68104,5,5,52,0.1,0.021116138763197588,0.07888386123680241
all_strict_sites,P68104,10,5,52,0.1,0.033182503770739065,0.06681749622926095
all_strict_sites,P68104,15,5,52,0.1,0.053544494720965306,0.0464555052790347
all_strict_sites,P68104,20,5,52,0.2,0.0784313725490196,0.1215686274509804
all_strict_sites,P68104,25,5,52,0.2,0.09954751131221719,0.10045248868778282
all_strict_sites,P68104,30,5,52,0.2,0.1191553544494721,0.08084464555052791
all_strict_sites,P68363,5,3,52,0.3333333333333333,0.030165912518853696,0.3031674208144796
all_strict_sites,P68363,10,3,52,0.3333333333333333,0.05279034690799397,0.28054298642533937
all_strict_sites,P68363,15,3,52,0.3333333333333333,0.07918552036199095,0.25414781297134237
all_strict_sites,P68363,20,3,52,0.3333333333333333,0.10256410256410256,0.23076923076923075
all_strict_sites,P68363,25,3,52,0.3333333333333333,0.12066365007541478,0.21266968325791852
all_strict_sites,P68363,30,3,52,0.3333333333333333,0.14027149321266968,0.19306184012066363
all_strict_sites,P68400,5,5,38,0.6,0.034139402560455195,0.5658605974395448
all_strict_sites,P68400,10,5,38,0.6,0.07681365576102418,0.5231863442389758
all_strict_sites,P68400,15,5,38,0.6,0.11379800853485064,0.4862019914651493
all_strict_sites,P68400,20,5,38,0.6,0.1422475106685633,0.45775248933143664
all_strict_sites,P68400,25,5,38,0.6,0.17496443812233287,0.4250355618776671
all_strict_sites,P68400,30,5,38,0.6,0.19630156472261737,0.4036984352773826
all_strict_sites,P68431,5,3,15,0.3333333333333333,0.06666666666666667,0.26666666666666666
all_strict_sites,P68431,10,3,15,0.3333333333333333,0.12380952380952381,0.2095238095238095
all_strict_sites,P68431,15,3,15,0.3333333333333333,0.18095238095238095,0.15238095238095237
all_strict_sites,P68431,20,3,15,0.6666666666666666,0.23809523809523808,0.42857142857142855
all_strict_sites,P68431,25,3,15,1.0,0.3238095238095238,0.6761904761904762
all_strict_sites,P68431,30,3,15,1.0,0.41904761904761906,0.5809523809523809
all_strict_sites,P68871,5,3,12,0.0,0.10606060606060606,-0.10606060606060606
all_strict_sites,P68871,10,3,12,0.0,0.15151515151515152,-0.15151515151515152
all_strict_sites,P68871,15,3,12,0.3333333333333333,0.21212121212121213,0.12121212121212119
all_strict_sites,P68871,20,3,12,0.3333333333333333,0.22727272727272727,0.10606060606060605
all_strict_sites,P68871,25,3,12,0.6666666666666666,0.25757575757575757,0.40909090909090906
all_strict_sites,P68871,30,3,12,0.6666666666666666,0.30303030303030304,0.3636363636363636
all_strict_sites,P69905,5,3,20,0.0,0.08421052631578947,-0.08421052631578947
all_strict_sites,P69905,10,3,20,0.0,0.14210526315789473,-0.14210526315789473
all_strict_sites,P69905,15,3,20,0.0,0.2,-0.2
all_strict_sites,P69905,20,3,20,0.0,0.24736842105263157,-0.24736842105263157
all_strict_sites,P69905,25,3,20,0.0,0.2736842105263158,-0.2736842105263158
all_strict_sites,P69905,30,3,20,0.0,0.33157894736842103,-0.33157894736842103
all_strict_sites,P78316,5,3,92,0.3333333333333333,0.01051122790253225,0.3228221054308011
all_strict_sites,P78316,10,3,92,0.3333333333333333,0.022933588150979456,0.31039974518235386
all_strict_sites,P78316,15,3,92,0.3333333333333333,0.03678929765886288,0.2965440356744704
all_strict_sites,P78316,20,3,92,0.3333333333333333,0.05040611562350693,0.2829272177098264
all_strict_sites,P78316,25,3,92,0.3333333333333333,0.06258958432871477,0.27074374900461856
all_strict_sites,P78316,30,3,92,0.3333333333333333,0.07453416149068323,0.2587991718426501
all_strict_sites,P78332,5,3,140,0.3333333333333333,0.007605344295991778,0.3257279890373415
all_strict_sites,P78332,10,3,140,0.3333333333333333,0.017266187050359712,0.3160671462829736
all_strict_sites,P78332,15,3,140,0.3333333333333333,0.025385405960945528,0.3079479273723878
all_strict_sites,P78332,20,3,140,0.3333333333333333,0.03494347379239465,0.29838985954093866
all_strict_sites,P78332,25,3,140,0.3333333333333333,0.04254881808838643,0.29078451524494686
all_strict_sites,P78332,30,3,140,0.3333333333333333,0.051901336073997946,0.2814319972593354
all_strict_sites,P78347,5,4,123,0.0,0.011062241769958684,-0.011062241769958684
all_strict_sites,P78347,10,4,123,0.16666666666666666,0.022924163667866187,0.14374250299880048
all_strict_sites,P78347,15,4,123,0.16666666666666666,0.032520325203252036,0.13414634146341461
all_strict_sites,P78347,20,4,123,0.16666666666666666,0.044248967079834736,0.12241769958683192
all_strict_sites,P78347,25,4,123,0.16666666666666666,0.05304544848727176,0.1136212181793949
all_strict_sites,P78347,30,4,123,0.16666666666666666,0.062375049980008,0.10429161668665865
all_strict_sites,P78362,5,4,79,0.16666666666666666,0.021421616358325218,0.14524505030834145
all_strict_sites,P78362,10,4,79,0.5,0.038623823433950016,0.46137617656605
all_strict_sites,P78362,15,4,79,0.5,0.05387861084063616,0.44612138915936383
all_strict_sites,P78362,20,4,79,0.5,0.06978253813696851,0.4302174618630315
all_strict_sites,P78362,25,4,79,0.5,0.08373904576436222,0.4162609542356378
all_strict_sites,P78362,30,4,79,0.5,0.09899383317104836,0.4010061668289516
all_strict_sites,P78364,5,10,173,0.08888888888888889,0.012098400322624008,0.07679048856626489
all_strict_sites,P78364,10,10,173,0.1111111111111111,0.025406640677510417,0.08570447043360069
all_strict_sites,P78364,15,10,173,0.13333333333333333,0.03569028095174082,0.09764305238159252
all_strict_sites,P78364,20,10,173,0.17777777777777778,0.047654254604113454,0.13012352317366432
all_strict_sites,P78364,25,10,173,0.17777777777777778,0.05706412152170991,0.12071365625606788
all_strict_sites,P78364,30,10,173,0.17777777777777778,0.06613792176367791,0.11163985601409987
all_strict_sites,P78406,5,7,58,0.3333333333333333,0.032667876588021776,0.30066545674531153
all_strict_sites,P78406,10,7,58,0.7142857142857143,0.0647307924984876,0.6495549217872267
all_strict_sites,P78406,15,7,58,0.9047619047619048,0.09437386569872959,0.8103880390631751
all_strict_sites,P78406,20,7,58,1.0,0.1161524500907441,0.883847549909256
all_strict_sites,P78406,25,7,58,1.0,0.14216575922565033,0.8578342407743497
all_strict_sites,P78406,30,7,58,1.0,0.1736237144585602,0.8263762855414398
all_strict_sites,P78536,5,3,105,0.3333333333333333,0.01336996336996337,0.31996336996336994
all_strict_sites,P78536,10,3,105,0.3333333333333333,0.025274725274725275,0.308058608058608
all_strict_sites,P78536,15,3,105,0.3333333333333333,0.03626373626373627,0.29706959706959707
all_strict_sites,P78536,20,3,105,0.3333333333333333,0.051648351648351645,0.2816849816849817
all_strict_sites,P78536,25,3,105,0.3333333333333333,0.06501831501831502,0.2683150183150183
all_strict_sites,P78536,30,3,105,0.3333333333333333,0.07380952380952381,0.2595238095238095
all_strict_sites,P78559,5,3,420,1.0,0.00431867257642914,0.9956813274235708
all_strict_sites,P78559,10,3,420,1.0,0.00843277645186953,0.9915672235481304
all_strict_sites,P78559,15,3,420,1.0,0.012194567564495966,0.987805432435504
all_strict_sites,P78559,20,3,420,1.0,0.016274576656438233,0.9837254233435617
all_strict_sites,P78559,25,3,420,1.0,0.020297761109216956,0.979702238890783
all_strict_sites,P78559,30,3,420,1.0,0.024184566428003183,0.9758154335719968
all_strict_sites,P80303,5,3,31,0.0,0.012903225806451613,-0.012903225806451613
all_strict_sites,P80303,10,3,31,0.0,0.03655913978494624,-0.03655913978494624
all_strict_sites,P80303,15,3,31,0.0,0.06881720430107527,-0.06881720430107527
all_strict_sites,P80303,20,3,31,0.0,0.08817204301075268,-0.08817204301075268
all_strict_sites,P80303,25,3,31,0.3333333333333333,0.11182795698924732,0.221505376344086
all_strict_sites,P80303,30,3,31,0.3333333333333333,0.13333333333333333,0.19999999999999998
all_strict_sites,P80723,5,3,25,0.3333333333333333,0.06666666666666667,0.26666666666666666
all_strict_sites,P80723,10,3,25,0.3333333333333333,0.14333333333333334,0.18999999999999997
all_strict_sites,P80723,15,3,25,0.3333333333333333,0.21333333333333335,0.11999999999999997
all_strict_sites,P80723,20,3,25,0.3333333333333333,0.2733333333333333,0.06
all_strict_sites,P80723,25,3,25,0.3333333333333333,0.33,0.0033333333333332993
all_strict_sites,P80723,30,3,25,0.3333333333333333,0.39,-0.0566666666666667
all_strict_sites,P82979,5,7,27,0.3333333333333333,0.07977207977207977,0.25356125356125353
all_strict_sites,P82979,10,7,27,0.5238095238095238,0.11965811965811966,0.40415140415140416
all_strict_sites,P82979,15,7,27,0.5238095238095238,0.1396011396011396,0.3842083842083842
