accession,rung,arm,gain
P31629,vertebrate,control,0
P31629,vertebrate,control,0
P31629,vertebrate,control,0
P31629,vertebrate,region,0
P31629,vertebrate,region,0
P31629,vertebrate,region,0
P31629,vertebrate,region,0
P31629,vertebrate,region,1
P31629,vertebrate,region,0
P31629,vertebrate,region,1
P31629,vertebrate,region,0
P31629,vertebrate,control,0
P31629,vertebrate,control,0
P31629,vertebrate,control,0
P31629,vertebrate,control,0
P31629,vertebrate,control,0
P31629,vertebrate,control,0
P31629,vertebrate,control,0
P31629,vertebrate,control,0
P32519,vertebrate,control,0
P35613,vertebrate,region,0
P35613,vertebrate,region,0
P35613,vertebrate,region,0
P35613,vertebrate,region,0
P35613,vertebrate,region,1
P35613,vertebrate,region,0
P35613,vertebrate,region,0
P35613,vertebrate,region,0
P35613,vertebrate,region,0
P35613,vertebrate,control,0
P35613,vertebrate,control,0
P35613,vertebrate,control,0
P35613,vertebrate,control,0
P35613,vertebrate,control,0
P35613,vertebrate,control,0
P35613,vertebrate,control,0
P35613,vertebrate,control,0
P35613,vertebrate,control,0
P35613,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,1
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,1
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,1
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,control,0
P35658,vertebrate,region,0
P35658,vertebrate,region,0
P37198,vertebrate,region,0
P37198,vertebrate,region,0
P37198,vertebrate,region,0
P37198,vertebrate,region,0
P37198,vertebrate,region,0
P37198,vertebrate,region,0
P37198,vertebrate,control,0
P37198,vertebrate,control,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,region,0
P39880,vertebrate,control,0
P39880,vertebrate,control,0
P39880,vertebrate,control,0
P39880,vertebrate,control,0
P39880,vertebrate,control,0
P39880,vertebrate,control,0
P39880,vertebrate,control,0
P39880,vertebrate,control,0
P39880,vertebrate,control,0
P39880,vertebrate,control,0
P39880,vertebrate,control,0
P40425,vertebrate,region,0
P40425,vertebrate,region,0
P43155,vertebrate,region,0
P43155,vertebrate,region,0
P43155,vertebrate,region,0
P43155,vertebrate,region,0
P46013,vertebrate,region,0
P46013,vertebrate,region,0
P46013,vertebrate,region,0
P46013,vertebrate,region,0
P46013,vertebrate,region,0
P46013,vertebrate,region,0
P46013,vertebrate,control,0
P46013,vertebrate,control,0
P46013,vertebrate,control,0
P46013,vertebrate,control,0
P46013,vertebrate,control,0
P46013,vertebrate,control,0
P46013,vertebrate,control,0
P46013,vertebrate,control,0
P46013,vertebrate,control,0
P46013,vertebrate,control,0
P46013,vertebrate,control,0
P46100,vertebrate,region,0
P46100,vertebrate,region,0
P46100,vertebrate,region,0
P46100,vertebrate,region,0
P46100,vertebrate,region,0
P46100,vertebrate,region,0
P46100,vertebrate,region,0
P48634,vertebrate,region,0
P48634,vertebrate,region,0
P48634,vertebrate,control,0
P48634,vertebrate,control,0
P49321,vertebrate,region,0
P49321,vertebrate,region,0
P49321,vertebrate,control,0
P49321,vertebrate,control,0
P49321,vertebrate,control,0
P49321,vertebrate,control,0
P49750,vertebrate,region,0
P49750,vertebrate,region,0
P49750,vertebrate,region,1
P49750,vertebrate,control,0
P49750,vertebrate,control,0
P49750,vertebrate,control,0
P49750,vertebrate,control,0
P49750,vertebrate,region,0
P49750,vertebrate,region,0
P49750,vertebrate,region,0
P49750,vertebrate,region,0
P49750,vertebrate,region,0
P49750,vertebrate,region,0
P49750,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,1
P49790,vertebrate,region,1
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,1
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,1
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,control,0
P49790,vertebrate,region,1
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,1
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,1
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,1
P49790,vertebrate,region,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,1
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,control,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,control,0
P49790,vertebrate,region,0
P49790,vertebrate,region,0
P49790,vertebrate,control,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,1
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,1
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,1
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,region,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,1
P49848,vertebrate,control,0
P49848,vertebrate,control,1
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,1
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49848,vertebrate,control,0
P49916,vertebrate,region,0
P49916,vertebrate,region,0
P49916,vertebrate,region,0
P49916,vertebrate,region,0
P49916,vertebrate,control,1
P49916,vertebrate,control,0
P49916,vertebrate,control,0
P50402,vertebrate,region,0
P50402,vertebrate,region,0
P50402,vertebrate,control,0
P50402,vertebrate,control,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,control,0
P51610,vertebrate,control,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,control,0
P51610,vertebrate,control,0
P51610,vertebrate,control,0
P51610,vertebrate,control,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,control,0
P51610,vertebrate,control,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,1
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,1
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51610,vertebrate,region,0
P51826,vertebrate,region,0
P51826,vertebrate,region,0
P51826,vertebrate,region,0
P51826,vertebrate,region,0
P52594,vertebrate,region,0
P52594,vertebrate,control,0
P52594,vertebrate,control,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,control,1
P52948,vertebrate,control,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,region,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,control,0
P52948,vertebrate,region,0
P52948,vertebrate,control,0
P52948,vertebrate,control,1
P52948,vertebrate,region,1
P52948,vertebrate,region,0
P53992,vertebrate,control,0
P53992,vertebrate,control,0
P53992,vertebrate,control,0
P53992,vertebrate,control,0
P53992,vertebrate,control,0
P54253,vertebrate,region,0
P54253,vertebrate,region,0
P54253,vertebrate,control,0
P54253,vertebrate,control,0
P54253,vertebrate,control,0
P54253,vertebrate,control,0
P55197,vertebrate,region,0
P55197,vertebrate,region,0
P55197,vertebrate,region,0
P55197,vertebrate,region,0
P55197,vertebrate,region,0
P55197,vertebrate,region,0
P55197,vertebrate,control,0
P55197,vertebrate,control,0
P55197,vertebrate,control,0
P55198,vertebrate,region,0
P55198,vertebrate,region,0
P55198,vertebrate,region,0
P55198,vertebrate,control,0
P55265,vertebrate,region,0
P55265,vertebrate,region,1
P55265,vertebrate,region,1
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,1
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,1
P55265,vertebrate,region,0
P55265,vertebrate,region,1
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,region,0
P55265,vertebrate,control,0
P55265,vertebrate,control,0
P55265,vertebrate,control,0
P55265,vertebrate,control,1
P55265,vertebrate,control,1
P55265,vertebrate,control,1
P55265,vertebrate,control,0
P55265,vertebrate,control,0
P55265,vertebrate,control,0
P55265,vertebrate,control,0
P55265,vertebrate,control,0
P55265,vertebrate,control,0
P55265,vertebrate,control,0
P55265,vertebrate,control,0
P55265,vertebrate,control,0
P61769,vertebrate,region,0
P78364,vertebrate,region,0
P78364,vertebrate,region,0
P78364,vertebrate,region,0
P78364,vertebrate,region,1
P85037,vertebrate,region,0
P85037,vertebrate,control,0
P98082,vertebrate,region,0
P98082,vertebrate,region,0
P98082,vertebrate,region,0
P98082,vertebrate,region,0
P98082,vertebrate,region,0
P98082,vertebrate,region,0
P98082,vertebrate,region,0
P98082,vertebrate,region,0
P98082,vertebrate,control,0
P98171,vertebrate,region,0
P98171,vertebrate,region,0
P98171,vertebrate,region,0
P98171,vertebrate,region,0
P98171,vertebrate,region,0
P98171,vertebrate,region,0
P98171,vertebrate,region,0
Q01167,vertebrate,region,0
Q01167,vertebrate,region,0
Q01167,vertebrate,region,0
Q01167,vertebrate,region,0
Q01167,vertebrate,region,0
Q01167,vertebrate,region,0
Q01167,vertebrate,region,0
Q01196,vertebrate,control,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,1
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,1
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,1
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,1
Q02505,vertebrate,region,0
Q02505,vertebrate,region,1
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,0
Q02505,vertebrate,region,1
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q02505,vertebrate,control,0
Q03164,vertebrate,region,0
Q03164,vertebrate,region,0
Q03164,vertebrate,region,0
Q03164,vertebrate,region,0
Q03164,vertebrate,region,0
Q03164,vertebrate,region,0
Q03164,vertebrate,region,0
Q03164,vertebrate,region,0
Q03164,vertebrate,region,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,region,0
Q03164,vertebrate,region,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q03164,vertebrate,control,0
Q04637,vertebrate,control,0
Q04637,vertebrate,control,0
Q04637,vertebrate,control,0
Q04637,vertebrate,control,0
Q04637,vertebrate,region,0
Q04637,vertebrate,region,0
Q04637,vertebrate,control,0
Q04637,vertebrate,control,0
Q05209,vertebrate,region,0
Q05209,vertebrate,control,0
Q05209,vertebrate,control,0
Q05209,vertebrate,control,0
Q09666,vertebrate,region,0
Q09666,vertebrate,region,0
Q09666,vertebrate,region,1
Q09666,vertebrate,region,0
Q09666,vertebrate,region,0
Q09666,vertebrate,region,0
Q09666,vertebrate,region,0
Q09666,vertebrate,control,1
Q09666,vertebrate,control,0
Q09666,vertebrate,region,0
Q09666,vertebrate,region,0
Q09666,vertebrate,region,0
Q09666,vertebrate,region,0
Q09666,vertebrate,region,0
Q09666,vertebrate,control,1
Q09666,vertebrate,control,0
Q09666,vertebrate,control,0
Q09666,vertebrate,control,0
Q09666,vertebrate,control,0
Q09666,vertebrate,control,0
Q09666,vertebrate,control,0
Q12778,vertebrate,control,0
Q12778,vertebrate,control,0
Q12778,vertebrate,control,0
Q12778,vertebrate,control,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
