accession,radius,n_sites,n_exposure_strata,n_variable_sites,n_mapped_peptide_sites,n_tryptic_fallback_sites,observed_close_pairs,possible_pairs,observed_close_pair_fraction,null_mean_close_pair_fraction,null_sd_close_pair_fraction,effect,fold,p_value,simulation_draws
P17030,5,3,2,0,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
P17066,10,3,2,1,0,3,1,3,0.3333333333333333,0.6803333333333332,0.2682541956616492,-0.3469999999999999,0.4899559039686428,1.0,2000
P17066,15,3,2,1,0,3,2,3,0.6666666666666666,0.8986666666666665,0.1533658823867729,-0.2319999999999998,0.741839762611276,1.0,2000
P17066,20,3,2,1,0,3,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P17066,25,3,2,1,0,3,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P17066,30,3,2,1,0,3,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P17066,5,3,2,1,0,3,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P17275,10,22,14,3,22,0,41,231,0.1774891774891775,0.1752575757575757,0.0021640029395984,0.0022316017316017,1.0127332682878634,0.4847576211894053,2000
P17275,15,22,14,3,22,0,52,231,0.2251082251082251,0.226,0.0046244112678982,-0.0008917748917748,0.996054093399226,0.743128435782109,2000
P17275,20,22,14,3,22,0,70,231,0.303030303030303,0.3038051948051948,0.0069375493730694,-0.0007748917748917,0.9974493794439931,0.4847576211894053,2000
P17275,25,22,14,3,22,0,77,231,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P17275,30,22,14,3,22,0,82,231,0.354978354978355,0.3572099567099567,0.0021640029395984,-0.0022316017316016,0.9937526888887545,1.0,2000
P17275,5,22,14,3,22,0,26,231,0.1125541125541125,0.1146688311688311,0.0021644707632925,-0.0021147186147185,0.9815580346187972,1.0,2000
P17535,10,3,2,3,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P17535,15,3,2,3,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P17535,20,3,2,3,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P17535,25,3,2,3,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P17535,30,3,2,3,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P17535,5,3,2,3,3,0,3,3,1.0,0.779,0.2473653063737894,0.2209999999999999,1.2836970474967908,0.5007496251874063,2000
P17544,10,8,4,8,6,2,4,28,0.1428571428571428,0.1775357142857142,0.062205180549063,-0.0346785714285714,0.8046670690002012,0.7781109445277361,2000
P17544,15,8,4,8,6,2,6,28,0.2142857142857142,0.221875,0.0530022738789053,-0.0075892857142857,0.96579476861167,0.6071964017991005,2000
P17544,20,8,4,8,6,2,8,28,0.2857142857142857,0.2762321428571428,0.0370387883378089,0.0094821428571428,1.034326717952033,0.6166916541729135,2000
P17544,25,8,4,8,6,2,8,28,0.2857142857142857,0.2983928571428571,0.0236415109955715,-0.0126785714285714,0.957510472770796,0.895552223888056,2000
P17544,30,8,4,8,6,2,9,28,0.3214285714285714,0.3092142857142856,0.0169463655082051,0.0122142857142857,1.0395010395010398,0.6581709145427287,2000
P17544,5,8,4,8,6,2,1,28,0.0357142857142857,0.0918749999999999,0.0517770269477254,-0.0561607142857142,0.3887269193391642,0.952023988005997,2000
P17844,10,4,2,3,4,0,1,6,0.1666666666666666,0.3046666666666666,0.1266781631215074,-0.1379999999999999,0.5470459518599563,1.0,2000
P17844,15,4,2,3,4,0,2,6,0.3333333333333333,0.4505833333333333,0.0761380500669715,-0.1172499999999999,0.739781764379508,1.0,2000
P17844,20,4,2,3,4,0,2,6,0.3333333333333333,0.4505833333333333,0.0761380500669715,-0.1172499999999999,0.739781764379508,1.0,2000
P17844,25,4,2,3,4,0,3,6,0.5,0.5,0.0,0.0,1.0,1.0,2000
P17844,30,4,2,3,4,0,3,6,0.5,0.5,0.0,0.0,1.0,1.0,2000
P17844,5,4,2,3,4,0,0,6,0.0,0.1031666666666666,0.1120596359727288,-0.1031666666666666,0.0,1.0,2000
P17931,10,4,3,4,0,4,1,6,0.1666666666666666,0.1285,0.1286529492325328,0.0381666666666666,1.2970168612191957,0.607696151924038,2000
P17931,15,4,3,4,0,4,3,6,0.5,0.1955,0.1476165482683473,0.3045,2.557544757033248,0.1474262868565717,2000
P17931,20,4,3,4,0,4,3,6,0.5,0.2156666666666666,0.1506442171920981,0.2843333333333334,2.318392581143741,0.1999000499750124,2000
P17931,25,4,3,4,0,4,3,6,0.5,0.2156666666666666,0.1506442171920981,0.2843333333333334,2.318392581143741,0.1999000499750124,2000
P17931,30,4,3,4,0,4,3,6,0.5,0.2275833333333332,0.1392698100251331,0.2724166666666667,2.196997436836324,0.1999000499750124,2000
P17931,5,4,3,4,0,4,1,6,0.1666666666666666,0.0408333333333333,0.0818358023683683,0.1258333333333333,4.0816326530612255,0.217391304347826,2000
P18031,10,3,3,1,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
P18031,15,3,3,1,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
P18031,20,3,3,1,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
P18031,25,3,3,1,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
P18031,30,3,3,1,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
P18031,5,3,3,1,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
P18146,10,9,4,7,3,6,9,36,0.25,0.1106666666666666,0.039779187830885,0.1393333333333333,2.2590361445783134,0.0064967516241879,2000
P18146,15,9,4,7,3,6,14,36,0.3888888888888889,0.1840972222222222,0.0440958880102266,0.2047916666666666,2.112410411165598,0.0014992503748125,2000
P18146,20,9,4,7,3,6,16,36,0.4444444444444444,0.2207916666666667,0.0498334957455024,0.2236527777777777,2.01295841982764,0.0019990004997501,2000
P18146,25,9,4,7,3,6,18,36,0.5,0.250875,0.0544715810010464,0.2491249999999999,1.993024414549078,0.0029985007496251,2000
P18146,30,9,4,7,3,6,18,36,0.5,0.2753888888888889,0.0570135783262457,0.2246111111111111,1.8156142828323585,0.0044977511244377,2000
P18146,5,9,4,7,3,6,6,36,0.1666666666666666,0.0627638888888889,0.0272256243627322,0.1039027777777777,2.655454746625359,0.0049975012493753,2000
P18583,10,15,11,9,14,1,9,105,0.0857142857142857,0.083695238095238,0.0068698041711225,0.0020190476190476,1.024123805188894,0.6116941529235382,2000
P18583,15,15,11,9,14,1,13,105,0.1238095238095238,0.1227714285714285,0.0029687347953259,0.0010380952380952,1.0084555115972385,0.8910544727636182,2000
P18583,20,15,11,9,14,1,15,105,0.1428571428571428,0.1303666666666666,0.0062646406628441,0.0124904761904761,1.095810351755123,0.1094452773613193,2000
P18583,25,15,11,9,14,1,16,105,0.1523809523809524,0.1523809523809523,5.552503422540543e-17,0.0,1.0000000000000004,1.0,2000
P18583,30,15,11,9,14,1,16,105,0.1523809523809524,0.1523809523809523,5.552503422540543e-17,0.0,1.0000000000000004,1.0,2000
P18583,5,15,11,9,14,1,5,105,0.0476190476190476,0.0472571428571428,0.0042341322018067,0.0003619047619047,1.0076582023377667,0.881559220389805,2000
P18846,10,11,2,7,11,0,31,55,0.5636363636363636,0.5634636363636364,0.0310950140091479,0.0001727272727272,1.0003065455542826,0.5812093953023488,2000
P18846,15,11,2,7,11,0,41,55,0.7454545454545455,0.7625363636363636,0.0426036317177798,-0.017081818181818,0.9775986838183576,0.8075962018990505,2000
P18846,20,11,2,7,11,0,49,55,0.8909090909090909,0.9286454545454548,0.0276277153161686,-0.0377363636363637,0.9593640786678544,1.0,2000
P18846,25,11,2,7,11,0,55,55,1.0,1.0,0.0,0.0,1.0,1.0,2000
P18846,30,11,2,7,11,0,55,55,1.0,1.0,0.0,0.0,1.0,1.0,2000
P18846,5,11,2,7,11,0,17,55,0.3090909090909091,0.3320727272727272,0.0199827028836903,-0.0229818181818181,0.9307928164695576,0.9400299850074962,2000
P19022,10,3,3,3,1,2,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P19022,15,3,3,3,1,2,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P19022,20,3,3,3,1,2,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P19022,25,3,3,3,1,2,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P19022,30,3,3,3,1,2,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P19022,5,3,3,3,1,2,1,3,0.3333333333333333,0.2784999999999999,0.123607130436236,0.0548333333333333,1.196888090963495,0.8355822088955522,2000
P19338,10,4,4,3,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P19338,15,4,4,3,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P19338,20,4,4,3,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P19338,25,4,4,3,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P19338,30,4,4,3,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P19338,5,4,4,3,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P19838,10,3,2,3,3,0,1,3,0.3333333333333333,0.1325,0.1631677925662173,0.2008333333333333,2.5157232704402515,0.3978010994502748,2000
P19838,15,3,2,3,3,0,1,3,0.3333333333333333,0.1806666666666666,0.1661191607418017,0.1526666666666666,1.8450184501845015,0.5422288855572214,2000
P19838,20,3,2,3,3,0,1,3,0.3333333333333333,0.2255,0.1559762192039069,0.1078333333333333,1.4781966001478195,0.6766616691654173,2000
P19838,25,3,2,3,3,0,1,3,0.3333333333333333,0.289,0.1132198865247871,0.0443333333333333,1.1534025374855823,0.8670664667666167,2000
P19838,30,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P19838,5,3,2,3,3,0,1,3,0.3333333333333333,0.0856666666666666,0.1456962301280116,0.2476666666666666,3.891050583657588,0.2573713143428285,2000
P20823,10,14,9,12,9,5,13,91,0.1428571428571428,0.104032967032967,0.0143942155375756,0.0388241758241758,1.373191084820957,0.0179910044977511,2000
P20823,15,14,9,12,9,5,13,91,0.1428571428571428,0.126054945054945,0.0145538488837115,0.0168021978021978,1.13329265103304,0.224887556221889,2000
P20823,20,14,9,12,9,5,15,91,0.1648351648351648,0.1491373626373626,0.0131391195725438,0.0156978021978022,1.105257340750838,0.1994002998500749,2000
P20823,25,14,9,12,9,5,19,91,0.2087912087912088,0.1722802197802197,0.0230708982161376,0.036510989010989,1.2119279221814705,0.1079460269865067,2000
P20823,30,14,9,12,9,5,24,91,0.2637362637362637,0.2072692307692307,0.0281983461936243,0.0564670329670329,1.2724332635262308,0.0369815092453773,2000
P20823,5,14,9,12,9,5,11,91,0.1208791208791208,0.0702802197802197,0.014390726539617,0.0505989010989011,1.7199593464154483,0.0039980009995002,2000
P21333,10,6,5,4,5,1,1,15,0.0666666666666666,0.0221333333333333,0.0314032513158703,0.0445333333333333,3.0120481927710845,0.3323338330834582,2000
P21333,15,6,5,4,5,1,1,15,0.0666666666666666,0.0666666666666666,1.3881258556351357e-17,0.0,1.0000000000000002,1.0,2000
P21333,20,6,5,4,5,1,1,15,0.0666666666666666,0.0666666666666666,1.3881258556351357e-17,0.0,1.0000000000000002,1.0,2000
P21333,25,6,5,4,5,1,1,15,0.0666666666666666,0.0666666666666666,1.3881258556351357e-17,0.0,1.0000000000000002,1.0,2000
P21333,30,6,5,4,5,1,1,15,0.0666666666666666,0.0666666666666666,1.3881258556351357e-17,0.0,1.0000000000000002,1.0,2000
P21333,5,6,5,4,5,1,1,15,0.0666666666666666,0.0221333333333333,0.0314032513158703,0.0445333333333333,3.0120481927710845,0.3323338330834582,2000
P21917,10,3,2,0,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P21917,15,3,2,0,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P21917,20,3,2,0,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P21917,25,3,2,0,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P21917,30,3,2,0,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P21917,5,3,2,0,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P22314,10,5,4,4,5,0,1,10,0.1,0.1555,0.0745152753677497,-0.0555,0.6430868167202571,1.0,2000
P22314,15,5,4,4,5,0,2,10,0.2,0.2072,0.0900678416975449,-0.0072,0.9652509652509652,0.7411294352823589,2000
P22314,20,5,4,4,5,0,2,10,0.2,0.2815500000000001,0.0927302375089929,-0.08155,0.7103534008169062,1.0,2000
P22314,25,5,4,4,5,0,2,10,0.2,0.33075,0.085691942763175,-0.13075,0.6046863189720332,1.0,2000
P22314,30,5,4,4,5,0,3,10,0.3,0.3721500000000001,0.0622198775037229,-0.0721500000000001,0.8061265618702134,0.9070464767616192,2000
P22314,5,5,4,4,5,0,1,10,0.1,0.1314,0.0464232437339248,-0.0314,0.7610350076103498,1.0,2000
P22670,10,4,4,3,3,1,1,6,0.1666666666666666,0.1381666666666666,0.111925631590073,0.0284999999999999,1.20627261761158,0.6746626686656672,2000
P22670,15,4,4,3,3,1,1,6,0.1666666666666666,0.23375,0.1071992693150043,-0.0670833333333333,0.71301247771836,0.9135432283858071,2000
P22670,20,4,4,3,3,1,2,6,0.3333333333333333,0.3197499999999999,0.0456116449552327,0.0135833333333333,1.0424811050299716,0.9185407296351824,2000
P22670,25,4,4,3,3,1,2,6,0.3333333333333333,0.3197499999999999,0.0456116449552327,0.0135833333333333,1.0424811050299716,0.9185407296351824,2000
P22670,30,4,4,3,3,1,2,6,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P22670,5,4,4,3,3,1,1,6,0.1666666666666666,0.0826666666666666,0.1030338519807624,0.084,2.016129032258065,0.4302848575712144,2000
P22681,10,11,6,5,8,3,13,55,0.2363636363636363,0.2425454545454545,0.0086150407802656,-0.0061818181818181,0.974512743628186,1.0,2000
P22681,15,11,6,5,8,3,16,55,0.2909090909090909,0.3036363636363636,0.0309168210807533,-0.0127272727272727,0.9580838323353292,0.68015992003998,2000
P22681,20,11,6,5,8,3,21,55,0.3818181818181818,0.3763636363636364,0.0224952915748709,0.0054545454545453,1.0144927536231882,0.68015992003998,2000
P22681,25,11,6,5,8,3,23,55,0.4181818181818181,0.418181818181818,1.1105006845081086e-16,0.0,1.0000000000000002,1.0,2000
P22681,30,11,6,5,8,3,23,55,0.4181818181818181,0.4243636363636363,0.0086150407802657,-0.0061818181818181,0.985432733504713,1.0,2000
P22681,5,11,6,5,8,3,11,55,0.2,0.1735999999999999,0.0162225640942761,0.0264,1.152073732718894,0.2743628185907046,2000
P23246,10,5,3,0,4,1,6,10,0.6,0.5999999999999998,2.221001369016217e-16,0.0,1.0000000000000004,1.0,2000
P23246,15,5,3,0,4,1,6,10,0.6,0.5999999999999998,2.221001369016217e-16,0.0,1.0000000000000004,1.0,2000
P23246,20,5,3,0,4,1,6,10,0.6,0.5999999999999998,2.221001369016217e-16,0.0,1.0000000000000004,1.0,2000
P23246,25,5,3,0,4,1,6,10,0.6,0.5999999999999998,2.221001369016217e-16,0.0,1.0000000000000004,1.0,2000
P23246,30,5,3,0,4,1,6,10,0.6,0.5999999999999998,2.221001369016217e-16,0.0,1.0000000000000004,1.0,2000
P23246,5,5,3,0,4,1,4,10,0.4,0.4000000000000001,5.552503422540543e-17,0.0,1.0,1.0,2000
P23511,10,4,4,2,3,1,2,6,0.3333333333333333,0.2914166666666666,0.0723306299342125,0.0419166666666667,1.143837575064341,0.7486256871564217,2000
P23511,15,4,4,2,3,1,2,6,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P23511,20,4,4,2,3,1,2,6,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P23511,25,4,4,2,3,1,2,6,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P23511,30,4,4,2,3,1,2,6,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P23511,5,4,4,2,3,1,2,6,0.3333333333333333,0.2914166666666666,0.0723306299342125,0.0419166666666667,1.143837575064341,0.7486256871564217,2000
P23527,10,3,2,2,3,0,2,3,0.6666666666666666,0.7794999999999999,0.1577726088332478,-0.1128333333333332,0.8552490912978407,1.0,2000
P23527,15,3,2,2,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P23527,20,3,2,2,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P23527,25,3,2,2,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P23527,30,3,2,2,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P23527,5,3,2,2,3,0,1,3,0.3333333333333333,0.559,0.3155452176664956,-0.2256666666666667,0.5963029218843171,1.0,2000
P23528,10,4,4,2,4,0,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P23528,15,4,4,2,4,0,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P23528,20,4,4,2,4,0,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P23528,25,4,4,2,4,0,1,6,0.1666666666666666,0.1666666666666666,2.776251711270272e-17,0.0,1.0000000000000002,1.0,2000
P23528,30,4,4,2,4,0,2,6,0.3333333333333333,0.2509166666666666,0.0833491314023093,0.0824166666666667,1.3284623048820992,0.5057471264367817,2000
P23528,5,4,4,2,4,0,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P23588,10,10,6,7,8,2,12,45,0.2666666666666666,0.2642888888888888,0.0165227477119879,0.0023777777777778,1.0089968889262593,0.7166416791604198,2000
P23588,15,10,6,7,8,2,13,45,0.2888888888888888,0.2888888888888888,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P23588,20,10,6,7,8,2,13,45,0.2888888888888888,0.2888888888888888,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P23588,25,10,6,7,8,2,13,45,0.2888888888888888,0.2888888888888888,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P23588,30,10,6,7,8,2,13,45,0.2888888888888888,0.2888888888888888,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P23588,5,10,6,7,8,2,7,45,0.1555555555555555,0.1684111111111111,0.0236789790896708,-0.0128555555555555,0.9236656330408394,0.9150424787606196,2000
P23769,10,4,2,3,4,0,1,6,0.1666666666666666,0.3608333333333333,0.1313483010476117,-0.1941666666666666,0.4618937644341801,1.0,2000
P23769,15,4,2,3,4,0,3,6,0.5,0.4773333333333333,0.0571457156435038,0.0226666666666666,1.047486033519553,0.8640679660169915,2000
P23769,20,4,2,3,4,0,3,6,0.5,0.5695833333333333,0.0822116860616968,-0.0695833333333333,0.8778346744696416,1.0,2000
P23769,25,4,2,3,4,0,5,6,0.8333333333333334,0.7830833333333334,0.114847140870883,0.05025,1.064169415770991,0.6166916541729135,2000
P23769,30,4,2,3,4,0,5,6,0.8333333333333334,0.8577500000000001,0.1070103670907076,-0.0244166666666667,0.971534052268532,0.8565717141429285,2000
P23769,5,4,2,3,4,0,1,6,0.1666666666666666,0.2163333333333333,0.1433300176836897,-0.0496666666666666,0.7704160246533128,0.8850574712643678,2000
P25054,10,4,3,4,4,0,1,6,0.1666666666666666,0.1229166666666666,0.0733504895268162,0.04375,1.3559322033898304,0.7376311844077961,2000
P25054,15,4,3,4,4,0,1,6,0.1666666666666666,0.1552499999999999,0.0421108556322599,0.0114166666666666,1.0735373054213635,0.9315342328835582,2000
P25054,20,4,3,4,4,0,1,6,0.1666666666666666,0.1666666666666666,2.776251711270272e-17,0.0,1.0000000000000002,1.0,2000
P25054,25,4,3,4,4,0,1,6,0.1666666666666666,0.1666666666666666,2.776251711270272e-17,0.0,1.0000000000000002,1.0,2000
P25054,30,4,3,4,4,0,1,6,0.1666666666666666,0.1666666666666666,2.776251711270272e-17,0.0,1.0000000000000002,1.0,2000
P25054,5,4,3,4,4,0,1,6,0.1666666666666666,0.0540833333333333,0.0780508033808662,0.1125833333333333,3.0816640986132517,0.3248375812093953,2000
P25440,10,5,3,5,5,0,3,10,0.3,0.1943,0.1133310723763919,0.1056999999999999,1.5440041173443126,0.2648675662168915,2000
P25440,15,5,3,5,5,0,3,10,0.3,0.32985,0.1195036319909546,-0.02985,0.9095043201455204,0.743128435782109,2000
P25440,20,5,3,5,5,0,4,10,0.4,0.4382,0.112459252806387,-0.0381999999999999,0.9128251939753538,0.7641179410294853,2000
P25440,25,5,3,5,5,0,5,10,0.5,0.5006499999999999,0.0956512000763085,-0.0006499999999999,0.9987016878058526,0.7001499250374813,2000
P25440,30,5,3,5,5,0,6,10,0.6,0.5478999999999999,0.0706971643315505,0.0521,1.0950903449534588,0.6041979010494752,2000
P25440,5,5,3,5,5,0,1,10,0.1,0.09475,0.0847999588237415,0.00525,1.0554089709762533,0.7026486756621689,2000
P26006,10,3,2,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P26006,15,3,2,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P26006,20,3,2,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P26006,25,3,2,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P26006,30,3,2,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P26006,5,3,2,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P26599,10,6,4,6,6,0,4,15,0.2666666666666666,0.1569666666666666,0.0565759998162731,0.1097,1.6988744956466344,0.08095952023988,2000
P26599,15,6,4,6,6,0,4,15,0.2666666666666666,0.2430666666666666,0.0318885837600299,0.0236,1.097092704333516,0.6461769115442278,2000
P26599,20,6,4,6,6,0,6,15,0.4,0.2943666666666666,0.0518185651379656,0.1056333333333333,1.3588495074170537,0.1069465267366316,2000
P26599,25,6,4,6,6,0,6,15,0.4,0.3482333333333333,0.0459364364008105,0.0517666666666667,1.1486551163013308,0.3743128435782109,2000
P26599,30,6,4,6,6,0,7,15,0.4666666666666667,0.3784666666666667,0.048070825778578,0.0882,1.2330456226880395,0.1154422788605697,2000
P26599,5,6,4,6,6,0,1,15,0.0666666666666666,0.0506999999999999,0.0455764772037486,0.0159666666666666,1.314924391847469,0.624687656171914,2000
P26640,10,4,4,2,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P26640,15,4,4,2,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P26640,20,4,4,2,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P26640,25,4,4,2,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P26640,30,4,4,2,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P26640,5,4,4,2,3,1,0,6,0.0,0.0,0.0,0.0,inf,1.0,2000
P27348,10,5,4,4,5,0,4,10,0.4,0.4699,0.0953862635269608,-0.0699,0.8512449457331347,1.0,2000
P27348,15,5,4,4,5,0,6,10,0.6,0.5999999999999998,2.221001369016217e-16,0.0,1.0000000000000004,1.0,2000
P27348,20,5,4,4,5,0,6,10,0.6,0.5999999999999998,2.221001369016217e-16,0.0,1.0000000000000004,1.0,2000
P27348,25,5,4,4,5,0,6,10,0.6,0.5999999999999998,2.221001369016217e-16,0.0,1.0000000000000004,1.0,2000
P27348,30,5,4,4,5,0,6,10,0.6,0.5999999999999998,2.221001369016217e-16,0.0,1.0000000000000004,1.0,2000
P27348,5,5,4,4,5,0,1,10,0.1,0.16865,0.0756639942113156,-0.06865,0.5929439667951378,1.0,2000
P27540,10,14,7,12,14,0,20,91,0.2197802197802197,0.156043956043956,0.0286123749173625,0.0637362637362637,1.4084507042253522,0.031984007996002,2000
P27540,15,14,7,12,14,0,25,91,0.2747252747252747,0.2331263736263736,0.0307209146726525,0.041598901098901,1.178439275024158,0.1374312843578211,2000
P27540,20,14,7,12,14,0,30,91,0.3296703296703296,0.2965824175824176,0.0296998861039761,0.033087912087912,1.1115639705065026,0.1779110444777611,2000
P27540,25,14,7,12,14,0,31,91,0.3406593406593406,0.3488681318681318,0.0236284247801829,-0.0082087912087912,0.9764702176583614,0.703648175912044,2000
P27540,30,14,7,12,14,0,36,91,0.3956043956043956,0.3993351648351649,0.0183112276576464,-0.0037307692307693,0.990657548948114,0.6896551724137931,2000
P27540,5,14,7,12,14,0,11,91,0.1208791208791208,0.0748791208791208,0.0228813581204792,0.046,1.614323451717053,0.0549725137431284,2000
P27816,10,25,20,15,25,0,18,300,0.06,0.063305,0.0037029189272881,-0.003305,0.9477924334570728,0.929535232383808,2000
P27816,15,25,20,15,25,0,25,300,0.0833333333333333,0.0875266666666666,0.0042846782986532,-0.0041933333333333,0.952090791377866,0.9475262368815592,2000
P27816,20,25,20,15,25,0,31,300,0.1033333333333333,0.1056533333333333,0.0037789278510454,-0.00232,0.9780413932357396,0.9095452273863068,2000
P27816,25,25,20,15,25,0,36,300,0.12,0.126755,0.0053240265533223,-0.006755,0.9467082166383968,0.9400299850074962,2000
P27816,30,25,20,15,25,0,39,300,0.13,0.1332983333333333,0.0050591408150224,-0.0032983333333333,0.975256004701234,0.8555722138930535,2000
P27816,5,25,20,15,25,0,5,300,0.0166666666666666,0.0262566666666666,0.0042579166050777,-0.00959,0.6347594261774787,1.0,2000
P27824,10,3,3,0,3,0,2,3,0.6666666666666666,0.6666666666666665,1.1105006845081086e-16,0.0,1.0000000000000002,1.0,2000
P27824,15,3,3,0,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P27824,20,3,3,0,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P27824,25,3,3,0,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P27824,30,3,3,0,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
P27824,5,3,3,0,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
P28066,10,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P28066,15,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P28066,20,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P28066,25,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P28066,30,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
P28066,5,3,2,3,3,0,1,3,0.3333333333333333,0.1116666666666666,0.1573695026298194,0.2216666666666666,2.985074626865672,0.3353323338330835,2000
P28347,10,4,2,0,4,0,6,6,1.0,1.0,0.0,0.0,1.0,1.0,2000
