accession,arm,observed,expected_length,expected_st,expected_disorder,n_oglcnac,n_phospho,n_st,length
P23769,all,1,0.1,0.6,0.9684684684684686,4,12,80,480
P23771,all,0,0.0248306997742663,0.1195652173913043,0.064516129032258,1,11,92,443
P23921,all,1,0.0189393939393939,0.15625,0.1860465116279069,1,15,96,792
P24386,all,0,0.0137825421133231,0.0857142857142857,0.1219512195121951,1,9,105,653
P24752,all,0,0.0257611241217798,0.2244897959183673,0.2,1,11,49,427
P24821,all,0,0.0149931849159472,0.1006097560975609,0.1888888888888888,1,33,328,2201
P24844,all,1,0.0581395348837209,0.5555555555555556,0.5,1,10,18,172
P24928,all,2,0.0964467005076142,0.5080213903743316,0.736318407960199,2,95,374,1970
P25054,all,2,0.2659162856137883,1.2537313432835822,1.3633309043802122,4,189,603,2843
P25205,all,2,0.0965346534653465,0.7222222222222222,0.7047619047619047,2,39,108,808
P25398,all,1,0.0227272727272727,0.6,0.6,1,3,5,132
P25440,all,1,0.2434456928838951,1.5853658536585369,1.5604395604395604,5,39,123,801
P25490,all,0,0.0314009661835748,0.2765957446808511,0.2857142857142857,1,13,47,414
P25686,all,1,0.0462962962962962,0.2777777777777778,0.05,1,15,54,324
P25786,all,0,0.053231939163498,0.5,0.3333333333333333,1,14,28,263
P25789,all,0,0.0689655172413793,0.6666666666666666,0.6761363636363636,2,9,27,261
P26006,all,1,0.0342530922930542,0.288,0.4457142857142857,3,12,125,1051
P26196,all,2,0.0579710144927536,0.4666666666666667,0.2307692307692307,2,14,60,483
P26374,all,0,0.0091463414634146,0.058252427184466,0.4444444444444444,1,6,103,656
P26599,all,2,0.1831238779174147,1.4782608695652173,1.7532467532467533,6,17,69,557
P26640,all,1,0.0664556962025316,0.6885245901639344,0.918095238095238,4,21,122,1264
P26715,all,0,0.0214592274678111,0.1388888888888889,0.05,1,5,36,233
P27105,all,0,0.03125,0.225,0.0588235294117647,1,9,40,288
P27348,all,2,0.3265306122448979,2.5,2.9,5,16,32,245
P27540,all,1,0.2484157160963244,1.3706293706293706,1.9841437632135304,14,14,143,789
P27540,regional,1,0.1064638783269961,0.5874125874125874,0.7801268498942917,6,14,143,789
P27694,all,1,0.0308441558441558,0.2134831460674157,0.1904761904761904,1,19,89,616
P27695,all,1,0.0220125786163522,0.2258064516129032,0.25,1,7,31,318
P27708,all,2,0.0386516853932584,0.3138686131386861,1.6923076923076923,2,43,274,2225
P27816,all,13,2.7994791666666665,15.0,15.042699724517906,25,129,215,1152
P27816,regional,4,0.4479166666666667,2.4,2.413223140495868,4,129,215,1152
P27824,all,1,0.0709459459459459,0.875,0.8666666666666667,3,14,48,592
P28066,all,2,0.1493775933609958,1.0285714285714285,1.1515151515151516,3,12,35,241
P28070,all,1,0.1212121212121212,0.8888888888888888,1.2,2,16,36,264
P28331,all,0,0.0412654745529573,0.3448275862068966,0.4081632653061224,2,15,87,727
P28347,all,0,0.0751173708920187,0.5818181818181818,0.2727272727272727,4,8,55,426
P28347,regional,0,0.0751173708920187,0.5818181818181818,0.2727272727272727,4,8,55,426
P28356,all,0,0.0681818181818181,0.4,0.7058823529411765,4,6,60,352
P28356,regional,0,0.0681818181818181,0.4,0.7058823529411765,4,6,60,352
P28698,all,0,0.0272479564032697,0.2325581395348837,0.1955128205128205,2,10,86,734
P28799,all,0,0.0118043844856661,0.0897435897435897,0.0746268656716417,1,7,78,593
P28827,all,1,0.0110192837465564,0.0769230769230769,0.2424242424242424,1,16,208,1452
P29084,all,0,0.0412371134020618,0.2857142857142857,0.1666666666666666,1,12,42,291
P29323,all,0,0.0151658767772511,0.1081081081081081,0.144578313253012,1,16,148,1055
P29350,all,1,0.080672268907563,0.6486486486486487,0.5058064516129033,2,24,74,595
P29372,all,0,0.1174496644295302,1.09375,0.625,5,7,32,298
P29372,regional,0,0.0704697986577181,0.65625,0.375,3,7,32,298
P29401,all,1,0.0401284109149277,0.3378378378378378,0.3888888888888889,1,25,74,623
P29474,all,1,0.0349127182044887,0.2896551724137931,0.1926815323041738,2,21,145,1203
P29972,all,0,0.0111524163568773,0.0789473684210526,0.0571428571428571,1,3,38,269
P30084,all,0,0.0241379310344827,0.2592592592592592,0.1666666666666666,1,7,27,290
P30085,all,0,0.0612244897959183,0.6666666666666666,0.9090909090909092,2,6,18,196
P30101,all,0,0.0475247524752475,0.48,0.6363636363636364,1,24,50,505
P30153,all,0,0.0152801358234295,0.1363636363636363,0.1363636363636363,1,9,66,589
P30260,all,4,0.2766990291262136,1.6764705882352942,2.438095238095238,4,57,136,824
P30291,all,0,0.0557275541795665,0.3829787234042553,0.391304347826087,1,36,94,646
P30414,all,0,0.2489740082079343,1.0,0.986088482265948,4,91,364,1462
P30520,all,0,0.0131578947368421,0.1578947368421052,0.1538461538461538,2,3,38,456
P30530,all,0,0.029082774049217,0.2363636363636363,0.1739130434782608,2,13,110,894
P30533,all,1,0.1232492997198879,1.2571428571428571,1.7666666666666666,4,11,35,357
P30533,regional,1,0.0924369747899159,0.9428571428571428,1.5,3,11,35,357
P30622,all,5,0.5890125173852573,3.9952830188679247,4.723684210526316,11,77,212,1438
P30622,regional,3,0.321279554937413,2.179245283018868,2.386842105263158,6,77,212,1438
P30939,all,0,0.0109289617486338,0.0677966101694915,0.0666666666666666,1,4,59,366
P31040,all,0,0.0105421686746987,0.0886075949367088,0.0,1,7,79,664
P31153,all,0,0.040506329113924,0.4102564102564102,0.3398692810457516,4,4,39,395
P31270,all,1,0.1150159744408945,0.631578947368421,0.7,9,4,57,313
P31270,regional,1,0.0638977635782747,0.3508771929824561,0.5,5,4,57,313
P31274,all,0,0.0576923076923076,0.4166666666666667,0.2857142857142857,5,3,36,260
P31277,all,0,0.0088757396449704,0.1,0.2727272727272727,1,3,30,338
P31327,all,2,0.0693333333333333,0.5416666666666666,0.6260504201680672,2,52,192,1500
P31629,all,3,0.8998364677023712,4.848017621145375,4.572570837155734,31,71,454,2446
P31629,regional,0,0.3773507767784137,2.0330396475770924,1.920658493427705,13,71,454,2446
P31749,all,5,0.2916666666666667,2.641509433962264,4.095238095238095,5,28,53,480
P31930,all,0,0.0229166666666666,0.1833333333333333,0.15625,1,11,60,480
P31939,all,1,0.0456081081081081,0.380281690140845,0.3666666666666666,1,27,71,592
P31943,all,1,0.1269487750556792,1.0754716981132075,1.0416666666666667,3,19,53,449
P31947,all,1,0.1209677419354838,1.0344827586206895,0.9333333333333332,2,15,29,248
P31948,all,0,0.0147329650092081,0.2105263157894736,0.2666666666666666,1,8,38,543
P32004,all,0,0.0135242641209228,0.0994152046783625,0.0259740259740259,1,17,171,1257
P32019,all,0,0.0040281973816717,0.0338983050847457,0.02,1,4,118,993
P32119,all,2,0.1212121212121212,1.2,0.9090909090909092,2,12,20,198
P32243,all,0,0.0207612456747404,0.0895522388059701,0.2,3,2,67,289
P32243,regional,0,0.0207612456747404,0.0895522388059701,0.2,3,2,67,289
P32322,all,2,0.0752351097178683,0.5581395348837209,1.5064935064935066,3,8,43,319
P32519,all,1,0.2261712439418416,1.238938053097345,1.5915655150949268,7,20,113,619
P32519,regional,1,0.0969305331179321,0.5309734513274337,0.4238095238095238,3,20,113,619
P32926,all,0,0.024024024024024,0.1437125748502994,0.0971291866028708,2,12,167,999
P32929,all,0,0.0246913580246913,0.1851851851851851,0.2555555555555555,2,5,54,405
P32942,all,0,0.0146252285191956,0.0919540229885057,0.2222222222222222,1,8,87,547
P32969,all,0,0.0364583333333333,0.3333333333333333,0.0,1,7,21,192
P33076,all,1,0.0575221238938053,0.4452054794520548,0.873288117907917,5,13,146,1130
P33076,regional,0,0.0345132743362831,0.2671232876712329,0.7058823529411765,3,13,146,1130
P33121,all,0,0.0286532951289398,0.2898550724637681,0.32,2,10,69,698
P33176,all,1,0.0228452751817237,0.1929824561403508,0.1538461538461538,1,22,114,963
P33240,all,0,0.0675909878682842,0.78,0.9130434782608696,3,13,50,577
P33241,all,1,0.1828908554572271,1.2156862745098038,0.88,2,31,51,339
P33991,all,2,0.0903823870220162,0.6554621848739496,1.4814814814814814,2,39,119,863
P33993,all,0,0.0834492350486787,0.7792207792207793,0.9473684210526316,3,20,77,719
P34810,all,0,0.0112994350282485,0.0434782608695652,0.1428571428571428,2,2,92,354
P34931,all,1,0.0280811232449297,0.2465753424657534,0.25,1,18,73,641
P34932,all,0,0.1321428571428571,1.077669902912621,0.988095238095238,3,37,103,840
P35052,all,0,0.007168458781362,0.0615384615384615,0.1818181818181818,1,4,65,558
P35221,all,0,0.0463576158940397,0.4375,0.625,1,42,96,906
P35222,all,3,0.235595390524968,2.0444444444444443,3.4285714285714284,4,46,90,781
P35226,all,1,0.0460122699386503,0.2777777777777778,0.5,1,15,54,326
P35232,all,1,0.088235294117647,0.7741935483870968,0.4705882352941176,2,12,31,272
P35236,all,1,0.0277777777777777,0.25,0.3125,1,10,40,360
P35251,all,1,0.0566202090592334,0.3439153439153439,0.2121212121212121,1,65,189,1148
P35398,all,0,0.0076481835564053,0.054054054054054,0.0,2,2,74,523
P35555,all,0,0.0083594566353187,0.0707964601769911,0.0265780730897009,2,12,339,2871
P35558,all,0,0.0064308681672025,0.0666666666666666,0.1111111111111111,1,4,60,622
P35568,all,1,0.1561996779388083,0.8016528925619835,0.914027149321267,2,97,242,1242
P35573,all,1,0.0221932114882506,0.2111801242236025,0.1702127659574468,2,17,161,1532
P35579,all,2,0.1862244897959183,2.28125,1.9977207977207976,5,73,160,1960
P35580,all,1,0.0227732793522267,0.2694610778443114,0.4285714285714285,1,45,167,1976
P35611,all,2,0.3744911804613297,2.732673267326733,4.246153846153846,6,46,101,737
P35611,regional,2,0.1872455902306648,1.3663366336633664,2.3076923076923075,3,46,101,737
P35612,all,0,0.1101928374655647,0.6666666666666666,1.0769230769230769,2,40,120,726
P35613,all,0,0.1038961038961039,0.7272727272727273,0.5714285714285714,4,10,55,385
P35613,regional,0,0.0779220779220779,0.5454545454545454,0.4285714285714285,3,10,55,385
P35637,all,0,0.0608365019011406,0.367816091954023,0.3214285714285714,1,32,87,526
P35658,all,50,11.360765550239234,44.8,49.8219187776604,212,112,530,2090
P35658,regional,36,8.842105263157896,34.867924528301884,39.13737511823636,165,112,530,2090
P35659,all,1,0.1093333333333333,0.6721311475409836,0.75,1,41,61,375
P35711,all,0,0.0353866317169069,0.2673267326732673,0.2857142857142857,1,27,101,763
P35749,all,1,0.0207910750507099,0.2329545454545454,0.22,1,41,176,1972
P35754,all,0,0.0094339622641509,0.0909090909090909,0.0909090909090909,1,1,11,106
P35789,all,0,0.032258064516129,0.2127659574468085,0.1379310344827586,2,10,94,620
P35813,all,0,0.013089005235602,0.1219512195121951,0.1428571428571428,1,5,41,382
P35913,all,0,0.0070257611241217,0.0705882352941176,0.0750877192982456,2,3,85,854
P35968,all,1,0.0176991150442477,0.1176470588235294,0.3538083538083538,2,12,204,1356
P36507,all,3,0.1875,1.9230769230769231,3.242857142857143,5,15,39,400
P36507,regional,3,0.1125,1.1538461538461535,2.428571428571429,3,15,39,400
P36543,all,0,0.0088495575221238,0.1666666666666666,0.1111111111111111,1,2,12,226
P36578,all,2,0.1077283372365339,1.2105263157894737,1.0,2,23,38,427
P36871,all,1,0.0462633451957295,0.3823529411764705,0.3461538461538461,1,26,68,562
P36952,all,1,0.0346666666666666,0.2452830188679245,0.25,1,13,53,375
P36957,all,0,0.0220750551876379,0.1886792452830188,0.2,2,5,53,453
P37088,all,0,0.0119581464872944,0.0784313725490196,0.125,1,8,102,669
P37108,all,0,0.1323529411764706,0.782608695652174,0.6222222222222222,3,6,23,136
P37198,all,4,1.85823754789272,7.185185185185185,7.29,97,10,135,522
P37198,regional,3,1.7432950191570882,6.7407407407407405,6.859999999999999,91,10,135,522
P37802,all,4,0.2211055276381909,2.588235294117647,3.5,4,11,17,199
P37840,all,2,0.15,1.5,1.2,3,7,14,140
P38117,all,1,0.0235294117647058,0.2857142857142857,0.25,1,6,21,255
P38159,all,1,0.2301790281329923,1.2328767123287672,1.2727272727272727,2,45,73,391
P38435,all,0,0.0065963060686015,0.0526315789473684,0.3,1,5,95,758
P38571,all,0,0.0025062656641604,0.02,0.027027027027027,1,1,50,399
P38606,all,0,0.0810372771474878,0.6024096385542169,0.712143928035982,5,10,83,617
P38606,regional,0,0.0486223662884927,0.3614457831325301,0.4077961019490255,3,10,83,617
P39060,all,0,0.0068415051311288,0.0631578947368421,0.0476190476190476,1,12,190,1754
P39880,all,5,0.3189368770764119,1.94331983805668,1.7575975543966913,8,60,247,1505
P39880,regional,5,0.3189368770764119,1.94331983805668,1.7575975543966913,8,60,247,1505
P40189,all,0,0.0392156862745098,0.2195121951219512,0.0,2,18,164,918
P40222,all,1,0.1043956043956044,0.9047619047619048,1.3448275862068966,3,19,63,546
P40227,all,0,0.0188323917137476,0.1851851851851851,0.21875,1,10,54,531
P40425,all,2,0.0744186046511627,0.4923076923076923,0.5383244206773619,4,8,65,430
P40425,regional,2,0.0744186046511627,0.4923076923076923,0.5383244206773619,4,8,65,430
P40692,all,0,0.0423280423280423,0.2807017543859649,0.5294117647058824,2,16,114,756
P40763,all,5,0.1558441558441558,1.2244897959183674,1.4432365211810012,6,20,98,770
P40763,regional,4,0.1298701298701298,1.020408163265306,1.1800786264441592,5,20,98,770
P40818,all,0,0.0330948121645796,0.23125,0.5882352941176471,1,37,160,1118
P40855,all,1,0.1505016722408027,1.0975609756097562,1.2652084757347914,3,15,41,299
P40926,all,1,0.0739644970414201,0.5434782608695652,0.5454545454545454,1,25,46,338
P40939,all,1,0.0340760157273918,0.3023255813953488,0.1428571428571428,1,26,86,763
P41091,all,1,0.0275423728813559,0.2452830188679245,0.2666666666666666,1,13,53,472
P41223,all,0,0.0069444444444444,0.0833333333333333,0.125,1,1,12,144
P41235,all,1,0.0590717299578059,0.4912280701754385,0.6111111111111112,1,28,57,474
P41236,all,2,0.3658536585365853,2.272727272727273,2.6923076923076925,5,15,33,205
P41236,regional,2,0.2926829268292683,1.818181818181818,2.1538461538461537,4,15,33,205
P41594,all,0,0.042079207920792,0.2712765957446808,0.2105263157894736,3,17,188,1212
P41970,all,0,0.0884520884520884,0.4390243902439024,0.5982142857142857,3,12,82,407
P42025,all,0,0.0159574468085106,0.1428571428571428,0.1818181818181818,1,6,42,376
P42166,all,1,0.345821325648415,1.935483870967742,1.9716216216216216,6,40,124,694
P42166,regional,0,0.1729106628242075,0.967741935483871,0.972972972972973,3,40,124,694
P42224,all,0,0.024,0.2093023255813953,0.05,1,18,86,750
P42229,all,1,0.0151133501259445,0.1411764705882353,0.0909090909090909,1,12,85,794
P42261,all,1,0.0110375275938189,0.0869565217391304,0.1153846153846153,1,10,115,906
P42345,all,0,0.0196155355041192,0.1666666666666666,0.2708333333333333,1,50,300,2549
P42356,all,0,0.0171265461465271,0.1368821292775665,0.2857142857142857,1,36,263,2102
P42566,all,1,0.0412946428571428,0.2587412587412587,0.25,1,37,143,896
P42568,all,0,0.0316901408450704,0.1313868613138686,0.1176470588235294,1,18,137,568
P42694,all,1,0.1158599382080329,0.8522727272727273,0.6323552185405709,5,45,264,1942
P42702,all,0,0.0218778486782133,0.1387283236994219,0.0761518262115063,2,12,173,1097
P42704,all,0,0.0222381635581061,0.2137931034482758,0.3333333333333333,1,31,145,1394
P42765,all,0,0.0201511335012594,0.1666666666666666,0.24,1,8,48,397
P42785,all,0,0.0201612903225806,0.1492537313432835,0.1666666666666666,5,2,67,496
P42858,all,3,0.1257161043921069,0.8298319327731093,0.683280624077588,5,79,476,3142
P42892,all,0,0.0207792207792207,0.1568627450980392,0.1777777777777777,2,8,102,770
P43121,all,0,0.0216718266253869,0.160919540229885,0.1851851851851851,2,7,87,646
P43155,all,1,0.023961661341853,0.1948051948051948,0.3428571428571428,3,5,77,626
P43155,regional,1,0.023961661341853,0.1948051948051948,0.3428571428571428,3,5,77,626
P43243,all,5,0.8382526564344747,6.283185840707965,5.109677419354838,10,71,113,847
P43243,regional,4,0.6706021251475797,5.026548672566372,4.309677419354839,8,71,113,847
P43307,all,0,0.0559440559440559,0.5333333333333333,0.0,2,8,30,286
P43308,all,0,0.0327868852459016,0.2222222222222222,0.238095238095238,6,1,27,183
P43308,regional,0,0.0163934426229508,0.1111111111111111,0.1428571428571428,3,1,27,183
P43405,all,0,0.0236220472440944,0.2459016393442623,0.6666666666666666,1,15,61,635
P43487,all,0,0.0547263681592039,0.6111111111111112,0.2,1,11,18,201
P43686,all,2,0.0478468899521531,0.5405405405405406,0.48,2,10,37,418
P43694,all,1,0.0542986425339366,0.2891566265060241,0.2952898550724637,3,8,83,442
P45844,all,0,0.0058997050147492,0.0439560439560439,0.0769230769230769,2,2,91,678
P45880,all,2,0.1496598639455782,0.8148148148148148,0.967741935483871,2,22,54,294
P46013,all,5,1.7914619164619163,9.953924914675769,10.11677152063833,19,307,586,3256
P46013,regional,2,0.3771498771498771,2.0955631399317407,2.250728862973761,4,307,586,3256
P46020,all,0,0.0188062142273098,0.136094674556213,0.2352941176470588,1,23,169,1223
P46060,all,0,0.0374787052810902,0.34375,0.15,1,22,64,587
P46063,all,1,0.0169491525423728,0.1358024691358024,0.625,1,11,81,649
P46087,all,2,0.1970443349753694,1.4953271028037385,0.8,4,40,107,812
P46100,all,10,1.1701444622792938,7.217821782178218,7.972809748051188,18,162,404,2492
P46100,regional,3,0.3900481540930979,2.405940594059406,2.84606379865379,6,162,404,2492
P46109,all,1,0.0726072607260726,0.5641025641025641,0.4,1,22,39,303
P46527,all,2,0.2525252525252525,1.851851851851852,1.8,5,10,27,198
P46531,all,0,0.0587084148727984,0.4545454545454545,0.8446797450200378,6,25,330,2555
P46821,all,1,0.1709886547811993,0.8846960167714885,0.7506306306306306,2,211,477,2468
P46934,all,1,0.0045489006823351,0.0257510729613733,0.0689655172413793,1,6,233,1319
P46937,all,2,0.5833333333333334,3.3793103448275863,3.431372549019608,6,49,87,504
P46939,all,1,0.0541800174774249,0.4397163120567376,0.45,3,62,423,3433
P46940,all,1,0.0253470126735063,0.2608695652173913,0.2777777777777778,1,42,161,1657
P46977,all,0,0.0170212765957446,0.12,0.0117647058823529,4,3,100,705
P46977,regional,0,0.0127659574468085,0.09,0.0,3,3,100,705
P47756,all,0,0.0367647058823529,0.2941176470588235,0.2857142857142857,1,10,34,272
P47897,all,0,0.0154838709677419,0.1518987341772152,0.1428571428571428,1,12,79,775
P47902,all,1,0.0226415094339622,0.1935483870967742,0.1428571428571428,2,3,31,265
P47914,all,1,0.1257861635220125,1.5384615384615383,0.8888888888888888,4,5,13,159
P47974,all,0,0.0668016194331983,0.3402061855670103,0.53125,1,33,97,494
P47985,all,1,0.0766423357664233,0.525,1.5,3,7,40,274
P47985,regional,1,0.0766423357664233,0.525,1.5,3,7,40,274
P48023,all,0,0.0071174377224199,0.0526315789473684,0.0,1,2,38,281
P48029,all,1,0.0125984251968503,0.125,0.0526315789473684,1,8,64,635
P48200,all,0,0.0083073727933541,0.0634920634920634,0.0454545454545454,1,8,126,963
P48382,all,0,0.1022727272727272,0.7974683544303798,0.7058823529411765,3,21,79,616
P48431,all,5,0.2208201892744479,1.4,2.0615384615384618,7,10,50,317
P48431,regional,5,0.2208201892744479,1.4,2.0615384615384618,7,10,50,317
P48436,all,0,0.0589390962671905,0.3529411764705882,0.3529411764705882,2,15,85,509
P48444,all,1,0.0391389432485322,0.2985074626865671,0.5714285714285714,1,20,67,511
P48552,all,0,0.0483592400690846,0.25,0.1521739130434782,2,28,224,1158
P48556,all,0,0.0142857142857142,0.125,0.1111111111111111,1,5,40,350
P48634,all,2,0.3745943439962911,2.6754966887417218,2.0416816385195835,8,101,302,2157
P48634,regional,0,0.1404728789986092,1.0033112582781456,0.717391304347826,3,101,302,2157
P48681,all,2,0.1270820481184454,1.1135135135135137,1.3703703703703705,2,103,185,1621
P48723,all,1,0.0106157112526539,0.0862068965517241,0.074074074074074,1,5,58,471
P48745,all,0,0.0084033613445378,0.0588235294117647,0.0512820512820512,1,3,51,357
P48960,all,2,0.0335329341317365,0.2121212121212121,0.5833333333333334,2,14,132,835
P49005,all,1,0.0234541577825159,0.1641791044776119,0.5,1,11,67,469
P49023,all,3,0.3722504230118443,2.5,3.022222222222222,4,55,88,591
P49116,all,1,0.0536912751677852,0.3047619047619048,0.3911070780399274,2,16,105,596
P49247,all,0,0.0321543408360128,0.303030303030303,0.5,2,5,33,311
P49257,all,0,0.0588235294117647,0.6,1.0,5,6,50,510
P49321,all,7,1.0304568527918785,8.12,8.507205513784461,14,58,100,788
P49321,regional,3,0.6624365482233503,5.22,5.333959899749374,9,58,100,788
P49327,all,0,0.0541616885702907,0.4331210191082802,0.4671875,2,68,314,2511
P49336,all,1,0.0969827586206896,0.8823529411764706,1.263157894736842,9,5,51,464
P49336,regional,1,0.043103448275862,0.392156862745098,1.0,4,5,51,464
P49406,all,1,0.0205479452054794,0.25,0.238095238095238,2,3,24,292
P49419,all,0,0.0259740259740259,0.2413793103448276,0.2554945054945055,2,7,58,539
P49427,all,0,0.0338983050847457,0.2857142857142857,0.3333333333333333,1,8,28,236
P49448,all,0,0.0125448028673835,0.109375,0.1034482758620689,1,7,64,558
P49454,all,1,0.1136801541425818,0.84688995215311,0.8026178010471203,3,118,418,3114
P49588,all,0,0.0134297520661157,0.1287128712871287,0.0416666666666666,1,13,101,968
P49589,all,0,0.0120320855614973,0.1153846153846153,0.0454545454545454,1,9,78,748
P49591,all,0,0.0155642023346303,0.16,0.1052631578947368,1,8,50,514
P49641,all,0,0.0026086956521739,0.0220588235294117,0.0126582278481012,1,3,136,1150
P49736,all,1,0.079646017699115,0.7272727272727273,1.2647058823529411,2,36,99,904
P49748,all,0,0.0366412213740458,0.32,0.25,3,8,75,655
P49750,all,1,0.2982292637465051,2.388059701492537,2.1928934010152283,16,40,268,2146
P49750,regional,0,0.1491146318732525,1.1940298507462686,1.0964467005076142,8,40,268,2146
P49756,all,0,0.1304863582443653,1.6176470588235294,1.3571428571428572,5,22,68,843
P49756,regional,0,0.0782918149466192,0.9705882352941176,0.5,3,22,68,843
P49759,all,2,0.0867768595041322,0.6363636363636364,1.0,2,21,66,484
P49790,all,23,8.985762711864407,33.135,32.96403950527085,141,94,400,1475
P49790,regional,16,6.946440677966102,25.615,25.555756184114397,109,94,400,1475
P49792,all,17,3.3266129032258065,20.704633204633204,23.790073875455796,55,195,518,3224
P49792,regional,8,1.3911290322580645,8.658301158301159,10.199701017962653,23,195,518,3224
P49840,all,0,0.1118012422360248,0.6923076923076923,0.8068181818181818,3,18,78,483
P49841,all,0,0.0452380952380952,0.3064516129032258,0.0,1,19,62,420
P49848,all,2,0.5199409158050221,3.289719626168224,4.583644189383071,16,22,107,677
P49848,regional,2,0.4549483013293944,2.878504672897196,3.9483500717360114,14,22,107,677
P49916,all,1,0.1486620416253716,1.171875,2.23956442831216,5,30,128,1009
P49916,regional,0,0.0891972249752229,0.703125,1.4210526315789471,3,30,128,1009
P49959,all,2,0.1398305084745762,0.9801980198019802,1.0903703703703704,3,33,101,708
P50402,all,9,1.169291338582677,5.60377358490566,5.680701754385964,9,33,53,254
P50402,regional,7,0.9094488188976378,4.358490566037736,4.680701754385965,7,33,53,254
P50416,all,0,0.0232858990944372,0.1782178217821782,0.1403508771929824,3,6,101,773
P50454,all,0,0.0334928229665071,0.2692307692307692,0.25,1,14,52,418
P50502,all,1,0.0975609756097561,1.565217391304348,1.25,3,12,23,369
P50539,all,0,0.0263157894736842,0.1363636363636363,0.0,2,3,44,228
P50570,all,0,0.028735632183908,0.238095238095238,0.5,1,25,105,870
P50579,all,0,0.0230125523012552,0.22,0.125,1,11,50,478
P50616,all,1,0.0463768115942029,0.3404255319148936,0.7,2,8,47,345
P50851,all,1,0.0482011875654907,0.3247058823529412,0.4235294117647059,2,69,425,2863
P50897,all,0,0.0065359477124183,0.0689655172413793,0.0,1,2,29,306
P50990,all,0,0.0912408759124087,0.8771929824561403,0.0,2,25,57,548
P50991,all,1,0.0779220779220779,0.5454545454545454,0.5577777777777778,2,21,77,539
P51003,all,0,0.2335570469798657,1.359375,1.8545454545454545,6,29,128,745
P51114,all,0,0.0547504025764895,0.4146341463414634,0.6829268292682927,1,34,82,621
P51116,all,1,0.1248142644873699,0.8484848484848485,0.6333333333333333,2,42,99,673
P51148,all,1,0.0231481481481481,0.2083333333333333,0.3333333333333333,1,5,24,216
P51149,all,0,0.0483091787439613,0.4,0.2142857142857142,1,10,25,207
P51178,all,1,0.0291005291005291,0.25,0.2666666666666666,2,11,88,756
P51511,all,0,0.0044843049327354,0.0576923076923076,0.0,1,3,52,669
P51532,all,1,0.1396478445658773,1.2637362637362637,1.9375,5,46,182,1647
P51553,all,0,0.0076335877862595,0.0652173913043478,0.0769230769230769,1,3,46,393
P51570,all,1,0.0127551020408163,0.1063829787234042,0.1153846153846153,1,5,47,392
P51608,all,2,0.4753086419753086,3.0,2.896551724137931,7,33,77,486
P51610,all,40,6.070761670761671,27.514476614699333,29.70191453692171,174,71,449,2035
P51610,regional,31,4.77985257985258,21.66369710467706,23.743433133103142,137,71,449,2035
P51617,all,0,0.0308988764044943,0.2156862745098039,0.1851851851851851,1,22,102,712
P51659,all,0,0.1141304347826086,0.9882352941176472,1.01981351981352,4,21,85,736
P51787,all,0,0.022189349112426,0.1666666666666666,0.0,1,15,90,676
P51812,all,3,0.1054054054054054,0.9069767441860463,1.4287330316742082,3,26,86,740
P51816,all,0,0.0122044241037376,0.0627450980392156,0.050632911392405,1,16,255,1311
P51826,all,0,0.1264274061990212,0.6458333333333334,0.7361111111111112,5,31,240,1226
P51826,regional,0,0.1011419249592169,0.5166666666666667,0.625,4,31,240,1226
P51858,all,1,0.0583333333333333,0.6086956521739131,1.0,1,14,23,240
P51991,all,3,0.2433862433862433,2.4864864864864864,2.7625,4,23,37,378
P51991,regional,3,0.1825396825396825,1.864864864864865,2.075,3,23,37,378
P52179,all,0,0.0462908011869436,0.314516129032258,0.205,3,26,248,1685
P52209,all,0,0.0455486542443064,0.4583333333333333,0.6666666666666666,2,11,48,483
P52292,all,1,0.0472589792060491,0.352112676056338,0.2631578947368421,1,25,71,529
P52306,all,0,0.0016474464579901,0.0153846153846153,0.0,1,1,65,607
P52333,all,0,0.0124555160142348,0.1102362204724409,0.0714285714285714,1,14,127,1124
P52564,all,0,0.0179640718562874,0.1463414634146341,0.0,1,6,41,334
P52594,all,10,0.8647686832740213,3.826771653543307,3.479301194161875,18,27,127,562
P52594,regional,10,0.8647686832740213,3.826771653543307,3.479301194161875,18,27,127,562
P52597,all,2,0.144578313253012,1.0714285714285714,0.9464285714285714,3,20,56,415
P52655,all,0,0.0638297872340425,0.6153846153846154,0.4444444444444444,4,6,39,376
P52701,all,0,0.0338235294117647,0.2371134020618556,0.0517241379310344,1,46,194,1360
P52746,all,0,0.0284528749259039,0.2264150943396226,0.2025641025641025,3,16,212,1687
P52789,all,0,0.0327153762268266,0.3191489361702128,0.2,2,15,94,917
P52943,all,2,0.1442307692307692,1.2,1.8,2,15,25,208
P52948,all,14,4.603192074848652,24.103746397694525,18.8546329548274,102,82,347,1817
P52948,regional,4,2.6175013758943315,13.706051873198849,8.898496240601503,58,82,347,1817
P53350,all,0,0.044776119402985,0.380281690140845,0.7142857142857143,1,27,71,603
P53396,all,0,0.1117166212534059,0.9919354838709676,1.0909090909090908,3,41,124,1101
P53801,all,0,0.0055555555555555,0.0588235294117647,0.0,1,1,17,180
P53814,all,2,0.3271537622682661,1.7964071856287425,1.9809523809523808,6,50,167,917
P53814,regional,1,0.163576881134133,0.8982035928143712,1.0285714285714285,3,50,167,917
P53992,all,2,0.1645338208409506,1.2162162162162162,1.2000000000000002,12,15,148,1094
P53992,regional,2,0.0411334552102376,0.304054054054054,0.4,3,15,148,1094
